ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	ALIGNMENT	STRUCTURE
5922	Apuri	smoke	hushta	hushta	h u ʃ t a		514	h u ʃ t a	C V C C V
5931	Chetilla	smoke	qu.nday	qu.nday	q u n d ai		514	q u n d ai	C V C C V
5936	Huallaga	smoke	qu.štay	qu.štay	q u ʃ t ai		514	q u ʃ t ai	C V C C V
5940	Huangascar	smoke	hushta	hushta	h u ʃ t a		514	h u ʃ t a	C V C C V
5943	Inkawasi	smoke	χu.nday	χu.nday	χ u n d ai		514	χ u n d ai	C V C C V
5937	Jauja	smoke	huntay	huntay	h u n t ai		514	h u n t ai	C V C C V
5953	Pacaraos	smoke	quyay	quyay	χ o j ai		514	χ o - j ai	C V C V
5969	Yanac	smoke	qu.nte	qu.nte	q u n t e		514	q u n t e	C V C C V
5923	Apurimac	smoke	qosñi	qosñi	q o s ɲ i		685	q o s ɲ i	C V C C V
5925	Atalla	smoke	χu.sñi	χu.sñi	χ u s ɲ i		685	χ u s ɲ i	C V C C V
5926	Ayacucho	smoke	qosni	qosni	χ o s n i		685	χ o s n i	C V C C V
7242	Azuay	smoke	cusni	cusni	k u s n i		685	k u s n i	C V C C V
5929	Chachapoyas	smoke	kusni	kusni	k u s n i		685	k u s n i	C V C C V
5930	Chacpar	smoke	qu.šñi	qu.šñi	q u ʃ ɲ i		685	q u ʃ ɲ i	C V C C V
5941	HuarazHuailas	smoke	qoshni	qoshni	q o s n i		685	q o s n i	C V C C V
5942	Imbabura	smoke	kushni	kushni	k u ʃ n i		685	k u ʃ n i	C V C C V
5951	Maragua	smoke	q'u.sñi	q'u.sñi	qʼ u s ɲ i		685	qʼ u s ɲ i	C V C C V
5952	Napo	smoke	cushni	cushni	k u ʃ n i		685	k u ʃ n i	C V C C V
5957	Puno	smoke	q'u.šñi	q'u.šñi	qʼ u ʃ ɲ i		685	qʼ u ʃ ɲ i	C V C C V
5960	Santiagueno	smoke	qosni	qosni	q o s n i		685	q o s n i	C V C C V
2355	Apuri	speak, to	rima-	rima-	ɾ i m a		691	ɾ i m - - a	C V C V
2357	Apurimac	speak, to	rima	rima	r i m a		691	r i m - - a	C V C V
2360	Ayacucho	speak, to	rima	rima	ɾ i m a		691	ɾ i m - - a	C V C V
7308	Azuay	speak, to	rima-na	rima-na	ɾ i m a n a		691	ɾ i m a n a	C V C V C V
2363	Chachapoyas	speak, to	rima	rima	r i m a		691	r i m - - a	C V C V
2365	Chetilla	speak, to	rima.	rima.	r i m a		691	r i m - - a	C V C V
2373	Huangascar	speak, to	rima-	rima-	ɾ i m a		691	ɾ i m - - a	C V C V
2375	Imbabura	speak, to	rimana	rimana	ɾ i m a n a		691	ɾ i m a n a	C V C V C V
2376	Inkawasi	speak, to	rima.	rima.	r i m a		691	r i m - - a	C V C V
7428	Jauja	speak, to	limay	limay	l i m a		691	l i m - - a	C V C V
2383	Napo	speak, to	rimana	rimana	r i m a n a		691	r i m a n a	C V C V C V
2389	Puno	speak, to	rima.	rima.	r i m a		691	r i m - - a	C V C V
2393	Santiagueno	speak, to	rimay	rimay	ɾ i m a		691	ɾ i m - - a	C V C V
2356	Apurimac	speak, to	parla	parla	p a r l a		692	p a r l a	C V C C V
2359	Atalla	speak, to	parla.	parla.	p a r l a		692	p a r l a	C V C C V
2364	Chacpar	speak, to	parla.	parla.	p a r l a		692	p a r l a	C V C C V
2370	Huallaga	speak, to	parla.	parla.	p a r l a		692	p a r l a	C V C C V
2374	HuarazHuailas	speak, to	parlay	parlay	p a ɾ l a		692	p a ɾ l a	C V C C V
2382	Maragua	speak, to	parla.	parla.	p a r l a		692	p a r l a	C V C C V
2384	Pacaraos	speak, to	parla	parla	p a ɾ l a		692	p a ɾ l a	C V C C V
2401	Yanac	speak, to	parla.	parla.	p a r l a		692	p a r l a	C V C C V
1931	Apuri	spit, to	tuqa-	tuqa-	t o q a		700	t o q - - a	C V C V
1933	Atalla	spit, to	tuχa.	tuχa.	t u χ a		700	t u χ - - a	C V C V
1934	Ayacucho	spit, to	toqa	toqa	t o χ a		700	t o χ - - a	C V C V
7300	Azuay	spit, to	tucana	tucana	t u k a n a		700	t u k a n a	C V C V C V
1937	Chachapoyas	spit, to	tuka	tuka	t u k a		700	t u k - - a	C V C V
1938	Chacpar	spit, to	tuqa.	tuqa.	t u q a		700	t u q - - a	C V C V
1939	Chetilla	spit, to	tuγa.	tuγa.	t u ʁ a		700	t u ʁ - - a	C V C V
1944	Huallaga	spit, to	tuqa.	tuqa.	t u q a		700	t u q - - a	C V C V
1947	Huangascar	spit, to	tuqa-	tuqa-	t o q a		700	t o q - - a	C V C V
1948	HuarazHuailas	spit, to	toqay	toqay	t o q a		700	t o q - - a	C V C V
1949	Imbabura	spit, to	tukana	tukana	t u k a n a		700	t u k a n a	C V C V C V
1950	Inkawasi	spit, to	tuγa.	tuγa.	t u ʁ a		700	t u ʁ - - a	C V C V
7429	Jauja	spit, to	tuqay	tuqay	t u ʔ a		700	t u ʔ - - a	C V C V
1956	Maragua	spit, to	thuqa.	thuqa.	tʰ u q a		700	tʰ u q - - a	C V C V
1958	Pacaraos	spit, to	tuqa	tuqa	t o χ a		700	t o χ - - a	C V C V
1962	Puno	spit, to	thuqa.	thuqa.	tʰ u q a		700	tʰ u q - - a	C V C V
1966	Santiagueno	spit, to	toqay	toqay	t o χ a		700	t o χ - - a	C V C V
1974	Yanac	spit, to	tuqa.	tuqa.	t u q a		700	t u q - - a	C V C V
1420	Apuri	stand, to	saya	saya	s a j a		701	s a j - - - - a	C V C V
1421	Apurimac	stand, to	saya	saya	s a j a		701	s a j - - - - a	C V C V
1423	Atalla	stand, to	sa.ya.	sa.ya.	s a j a		701	s a j - - - - a	C V C V
1424	Ayacucho	stand, to	saya	saya	s a j a		701	s a j - - - - a	C V C V
7291	Azuay	stand, to	shaya-na	shaya-na	ʃ a j a n a		701	ʃ a j a n - - a	C V C V C V
1427	Chachapoyas	stand, to	shaya	shaya	ʃ a j a		701	ʃ a j - - - - a	C V C V
1428	Chacpar	stand, to	še:.	še:.	ʃ eː		701	ʃ eː - - - - - -	C V
1429	Chetilla	stand, to	ša.ya.	ša.ya.	ʃ a j a		701	ʃ a j - - - - a	C V C V
1434	Huallaga	stand, to	ša.ya.	ša.ya.	ʃ a j a		701	ʃ a j - - - - a	C V C V
1438	Huangascar	stand, to	sayari	sayari	s a j a ɾ i	pararse	701	s a j a ɾ - - i	C V C V C V
1439	HuarazHuailas	stand, to	shaakuy	shaakuy	ʃ aː k u		701	ʃ aː k - - - - u	C V C V
1440	Imbabura	stand, to	shayarina	shayarina	ʃ a j a ɾ i n a		701	ʃ a j a ɾ i n a	C V C V C V C V
1441	Inkawasi	stand, to	ša.ya.	ša.ya.	ʃ a j a		701	ʃ a j - - - - a	C V C V
1447	Maragua	stand, to	sa.ya.	sa.ya.	s a j a		701	s a j - - - - a	C V C V
1448	Napo	stand, to	shayarina	shayarina	ʃ a j a r i n a		701	ʃ a j a r i n a	C V C V C V C V
1453	Puno	stand, to	sa.ya.	sa.ya.	s a j a		701	s a j - - - - a	C V C V
1457	Santiagueno	stand, to	sayay	sayay	s a j a		701	s a j - - - - a	C V C V
1465	Yanac	stand, to	ša:.	ša:.	ʃ aː		701	ʃ aː - - - - - -	C V
5623	Apuri	star	lusiru	lusiru	l u s i ɾ u		705	l u s i ɾ u	C V C V C V
5626	Atalla	star	luziru	luziru	l u z i r u		705	l u z i r u	C V C V C V
5634	Chetilla	star	luzeru	luzeru	l u z e r u		705	l u z e r u	C V C V C V
5644	Huangascar	star	lusiru	lusiru	l u s i ɾ u		705	l u s i ɾ u	C V C V C V
5646	Imbabura	star	luziru	luziru	l u z i ɾ u		705	l u z i ɾ u	C V C V C V
5656	Pacaraos	star	loosero	loosero	l oː s e ɾ o		705	l oː s e ɾ o	C V C V C V
5673	Yanac	star	lose:ro	lose:ro	l o s eː r o		705	l o s eː r o	C V C V C V
5624	Apuri	star	quyllur	quyllur	q oi ʎ u ɾ		704	q oi ʎ u ɾ	C V C V C
5627	Ayacucho	star	qoyllur	qoyllur	χ oi ʎ u ɾ		704	χ oi ʎ u ɾ	C V C V C
7236	Azuay	star	cuillur	cuillur	k ui ʎ u ɾ		704	k ui ʎ u ɾ	C V C V C
5630	Chacpar	star	quyλaŕ, quyλ.uŕ, χuyλaŕ, χuyλ.uŕ	quyλaŕ	q ui ʎ a r̥		704	q ui ʎ a r̥	C V C V C
5639	Huallaga	star	quyλar, quyλur	quyλar	q ui ʎ a r		704	q ui ʎ a r	C V C V C
5645	HuarazHuailas	star	qayllur	qayllur	q ai ʎ u ɾ		704	q ai ʎ u ɾ	C V C V C
5647	Inkawasi	star	χuyar	χuyar	χ u j a r		704	χ u j a r	C V C V C
5642	Jauja	star	quyllur	quyllur	h ui ʎ u r		704	h ui ʎ u r	C V C V C
5663	Santiagueno	star	qollur	qollur	q o ʒ u ɾ		704	q o ʒ u ɾ	C V C V C
6018	Apuri	stone	rumi	rumi	ɾ u m i		709	ɾ u m i	C V C V
6019	Apurimac	stone	rumi	rumi	r u m i		709	r u m i	C V C V
6021	Atalla	stone	rumi	rumi	r u m i		709	r u m i	C V C V
6022	Ayacucho	stone	rumi	rumi	ɾ u m i		709	ɾ u m i	C V C V
7244	Azuay	stone	rumi	rumi	ɾ u m i		709	ɾ u m i	C V C V
6025	Chachapoyas	stone	rumi	rumi	r u m i		709	r u m i	C V C V
6026	Chacpar	stone	rumi	rumi	r u m i		709	r u m i	C V C V
6027	Chetilla	stone	rumi	rumi	r u m i		709	r u m i	C V C V
6032	Huallaga	stone	rumi	rumi	r u m i		709	r u m i	C V C V
6035	Huangascar	stone	rumi	rumi	ɾ u m i		709	ɾ u m i	C V C V
6036	HuarazHuailas	stone	rumi	rumi	ɾ u m i		709	ɾ u m i	C V C V
6037	Imbabura	stone	rumi	rumi	ɾ u m i		709	ɾ u m i	C V C V
6038	Inkawasi	stone	řumi	řumi	r̝ u m i		709	r̝ u m i	C V C V
7430	Jauja	stone	lumi	lumi	l u m i		709	l u m i	C V C V
6045	Maragua	stone	řumi	řumi	r̝ u m i		709	r̝ u m i	C V C V
6046	Napo	stone	rumi	rumi	r u m i		709	r u m i	C V C V
6047	Pacaraos	stone	rrumay, rrumi	rrumay	r u m ai		709	r u m ai	C V C V
6052	Puno	stone	rumi	rumi	r u m i		709	r u m i	C V C V
6056	Santiagueno	stone	rumi	rumi	ɾ u m i		709	ɾ u m i	C V C V
6065	Yanac	stone	rumi	rumi	r u m i		709	r u m i	C V C V
1834	Apuri	suck, to	shuqu	shuqu	ʃ o q u		713	ʃ o q u	C V C V
1837	Atalla	suck, to	suχu.	suχu.	s u χ u		713	s u χ u	C V C V
1838	Ayacucho	suck, to	soqo	soqo	s o χ o		713	s o χ o	C V C V
1841	Chachapoyas	suck, to	shuku	shuku	ç u k u		713	ç u k u	C V C V
1842	Chacpar	suck, to	šuqu.	šuqu.	ʃ u q u		713	ʃ u q u	C V C V
1846	Huallaga	suck, to	šuqu.	šuqu.	ʃ u q u		713	ʃ u q u	C V C V
1849	Huangascar	suck, to	shuqu	shuqu	ʃ o q u		713	ʃ o q u	C V C V
1880	HuarazHuailas	suck, to	shoquy	shoquy	ʃ o q u		713	ʃ o q u	C V C V
1852	Inkawasi	suck, to	šuγu.	šuγu.	ʃ u ʁ u		713	ʃ u ʁ u	C V C V
7453	Jauja	suck, to	shuquy	shuquy	ʃ o q u		713	ʃ o q u	C V C V
1860	Pacaraos	suck, to	shuqu	shuqu	ç o χ u		713	ç o χ u	C V C V
1881	Yanac	suck, to	šuqu.	šuqu.	ʃ u q u		713	ʃ u q u	C V C V
1835	Apurimac	suck, to	chonqa	chonqa	tʃ o n q a		212	tʃ o n q - - a	C V C C V
7298	Azuay	suck, to	sunga-na	sunga-na, chuchu-na	s u n g a n a		212	s u n g a n a	C V C C V C V
1858	Maragua	suck, to	č'u.nqa.	č'u.nqa.	tʃʼ u n q a		212	tʃʼ u n q - - a	C V C C V
1859	Napo	suck, to	tsungana	tsungana	ts u n g a n a		212	ts u n g a n a	C V C C V C V
1866	Puno	suck, to	č'u.nqa.	č'u.nqa.	tʃʼ u n q a		212	tʃʼ u n q - - a	C V C C V
1870	Santiagueno	suck, to	chonqay, ñuñuy	chonqay	tʃ o ŋ q a		212	tʃ o ŋ q - - a	C V C C V
7168	Chetilla	suck, to	ñuñu	ñuñu	ɲ u ɲ u		697	ɲ u ɲ u	C V C V
7431	Jauja	suck, to	ñuñuy	ñuñuy	ɲ u ɲ u		697	ɲ u ɲ u	C V C V
1871	Santiagueno	suck, to	chonqay, ñuñuy	ñuñuy	ɲ u ɲ u		697	ɲ u ɲ u	C V C V
7323	Azuay	suck, to	chuchu-na	sunga-na, chuchu-na	tʃ u tʃ u n a		696	tʃ u tʃ u n a	C V C V C V
5473	Apuri	sun	inti	inti	i n t i		717	i n t i	V C C V
5474	Apurimac	sun	inti	inti	i n t i		717	i n t i	V C C V
5476	Atalla	sun	inti	inti	i n t i		717	i n t i	V C C V
5477	Ayacucho	sun	inti	inti	i n t i		717	i n t i	V C C V
7322	Azuay	sun	inti	inti	i n t i		717	i n t i	V C C V
5480	Chachapoyas	sun	inti	inti	i n d i		717	i n d i	V C C V
5481	Chacpar	sun	inti	inti	i n t i		717	i n t i	V C C V
5487	Huallaga	sun	inti	inti	i n t i		717	i n t i	V C C V
5490	Huangascar	sun	inti	inti	i n t i		717	i n t i	V C C V
5491	HuarazHuailas	sun	inti	inti	i ɲ t i		717	i ɲ t i	V C C V
5492	Imbabura	sun	inti	inti	i n t i		717	i n t i	V C C V
7432	Jauja	sun	inti	inti	i n t i		717	i n t i	V C C V
5501	Maragua	sun	inti	inti	i n t i		717	i n t i	V C C V
5502	Napo	sun	indi	indi	i n d i		717	i n d i	V C C V
5507	Puno	sun	inti	inti	i n t i		717	i n t i	V C C V
5511	Santiagueno	sun	inti	inti	i n t i		717	i n t i	V C C V
5482	Chetilla	sun	rupa.y	rupa.y	r u p ai		718	r u p ai	C V C V
5493	Inkawasi	sun	rupa.y	rupa.y	r u p ai		718	r u p ai	C V C V
7486	Pacaraos	sun	rrupay	rrupay	r u p ai		718	r u p ai	C V C V
5522	Yanac	sun	rupe:	rupe:	r u p eː		718	r u p eː	C V C V
1135	Apuri	sweet	mishki	mishki	m i ʃ k i		721	m i ʃ k i	C V C C V
1136	Apurimac	sweet	miski	miski	m i s k i		721	m i s k i	C V C C V
1138	Atalla	sweet	miski	miski	m i s k i		721	m i s k i	C V C C V
1139	Ayacucho	sweet	miski	miski	m i s k i		721	m i s k i	C V C C V
7285	Azuay	sweet	mishqui	mishqui	m i ʃ k i		721	m i ʃ k i	C V C C V
1142	Chachapoyas	sweet	miski	miski	m i s k i		721	m i s k i	C V C C V
1143	Chacpar	sweet	miški	miški	m i ʃ k i		721	m i ʃ k i	C V C C V
1144	Chetilla	sweet	miški	miški	m i ʃ k i		721	m i ʃ k i	C V C C V
1150	Huallaga	sweet	miški	miški	m i ʃ k i		721	m i ʃ k i	C V C C V
1154	Huangascar	sweet	mishki	mishki	m i ʃ k i		721	m i ʃ k i	C V C C V
1155	HuarazHuailas	sweet	mishky	mishky	m i ʃ k i		721	m i ʃ k i	C V C C V
1156	Imbabura	sweet	mishki	mishki	m i ʃ k i		721	m i ʃ k i	C V C C V
7433	Jauja	sweet	mishki	mishki	m i ʃ k i		721	m i ʃ k i	C V C C V
1163	Maragua	sweet	misk'i	misk'i	m i s kʼ i		721	m i s kʼ i	C V C C V
1164	Napo	sweet	mishqui	mishqui	m i ʃ k i		721	m i ʃ k i	C V C C V
1165	Pacaraos	sweet	mishki	mishki	m i ç k i		721	m i ç k i	C V C C V
1170	Puno	sweet	misk'i	misk'i	m i s kʼ i		721	m i s kʼ i	C V C C V
1175	Santiagueno	sweet	mishki	mishki	m i ʃ k i		721	m i ʃ k i	C V C C V
1184	Yanac	sweet	miški	miški	m i ʃ k i		721	m i ʃ k i	C V C C V
1518	Ayacucho	swim, to	nadya	nadya	n a d j a		132	n a d j a	C V C C V
1521	Chacpar	swim, to	nada.	nada.	n a d a		132	n a d - a	C V C V
1522	Chetilla	swim, to	nada.	nada.	n a d a		132	n a d - a	C V C V
1527	Huallaga	swim, to	narya.	narya.	n a r j a		132	n a r j a	C V C C V
1531	Inkawasi	swim, to	nada.	nada.	n a d a		132	n a d - a	C V C V
1551	Yanac	swim, to	nada.	nada.	n a d a		132	n a d - a	C V C V
1520	Chachapoyas	swim, to	wayta	wayta	w ai t a		724	w ai t - - a	C V C V
1536	Maragua	swim, to	wayt'a.	wayt'a.	w ai tʼ a		724	w ai tʼ - - a	C V C V
1537	Napo	swim, to	huaitana	huaitana	w ai t a n a		724	w ai t a n a	C V C V C V
1543	Santiagueno	swim, to	waytay	waytay	w ai t a		724	w ai t - - a	C V C V
7293	Azuay	swim, to	huambu-na	huambu-na	w a m b u n a		725	w a m b u - - n a	C V C C V C V
1530	Imbabura	swim, to	wambuna	wambuna	w a m b u n a		725	w a m b u - - n a	C V C C V C V
4805	Apuri	tail	trupa	trupa	ʈ u p a		729	ʈ u p a	C V C V
4806	Apurimac	tail	chupa	chupa	tʃ u p a		729	tʃ u p a	C V C V
4808	Atalla	tail	čupa	čupa	tʃ u p a		729	tʃ u p a	C V C V
4809	Ayacucho	tail	chupa	chupa	tʃ u p a		729	tʃ u p a	C V C V
7223	Azuay	tail	chupa	chupa	tʃ u p a		729	tʃ u p a	C V C V
4812	Chachapoyas	tail	ĉupa	ĉupa	ʈʂ u p a		729	ʈʂ u p a	C V C V
4813	Chacpar	tail	čupa	čupa	tʃ u p a		729	tʃ u p a	C V C V
4814	Chetilla	tail	ĉupa	ĉupa	ʈʂ u p a		729	ʈʂ u p a	C V C V
4819	Huallaga	tail	čupa	čupa	tʃ u p a		729	tʃ u p a	C V C V
4822	Huangascar	tail	trupa	trupa	ʈ u p a		729	ʈ u p a	C V C V
4823	HuarazHuailas	tail	chupa	chupa	tʃ u p a		729	tʃ u p a	C V C V
4824	Imbabura	tail	chupa	chupa	tʃ u p a		729	tʃ u p a	C V C V
4825	Inkawasi	tail	ĉupa	ĉupa	ʈʂ u p a		729	ʈʂ u p a	C V C V
7434	Jauja	tail	trupa	trupa	ʈʂ u p a		729	ʈʂ u p a	C V C V
4832	Maragua	tail	čupa	čupa	tʃ u p a		729	tʃ u p a	C V C V
4833	Napo	tail	chupa	chupa	tʃ u p a		729	tʃ u p a	C V C V
4834	Pacaraos	tail	trupa	trupa	ʈʂ u p a		729	ʈʂ u p a	C V C V
4838	Puno	tail	čupa	čupa	tʃ u p a		729	tʃ u p a	C V C V
4842	Santiagueno	tail	chupa	chupa	tʃ u p a		729	tʃ u p a	C V C V
4851	Yanac	tail	ĉupa	ĉupa	ʈʂ u p a		729	ʈʂ u p a	C V C V
53	Apuri	ten	trunka	trunka	ʈ u n k a		733	ʈ u n k a	C V C C V
54	Apurimac	ten	chunka	chunka	tʃ u n k a		733	tʃ u n k a	C V C C V
56	Atalla	ten	čunka	čunka	tʃ u n k a		733	tʃ u n k a	C V C C V
57	Ayacucho	ten	chunka	chunka	tʃ u n k a		733	tʃ u n k a	C V C C V
7178	Azuay	ten	chunga	chunga	tʃ u n g a		733	tʃ u n g a	C V C C V
60	Chachapoyas	ten	ĉunka	ĉunka	ʈʂ u n g a		733	ʈʂ u n g a	C V C C V
61	Chacpar	ten	čunka	čunka	tʃ u n k a		733	tʃ u n k a	C V C C V
62	Chetilla	ten	ĉunga	ĉunga	ʈʂ u n g a		733	ʈʂ u n g a	C V C C V
67	Huallaga	ten	čunka	čunka	tʃ u n k a		733	tʃ u n k a	C V C C V
70	Huangascar	ten	trunka	trunka	ʈ u n k a		733	ʈ u n k a	C V C C V
71	HuarazHuailas	ten	chunka	chunka	tʃ u ɲ k a		733	tʃ u ɲ k a	C V C C V
72	Imbabura	ten	chunga	chunga	tʃ u n g a		733	tʃ u n g a	C V C C V
7435	Jauja	ten	trunka	trunka	ʈʂ u n k a		733	ʈʂ u n k a	C V C C V
80	Maragua	ten	čunka	čunka	tʃ u n k a		733	tʃ u n k a	C V C C V
81	Napo	ten	chunga	chunga	tʃ u n g a		733	tʃ u n g a	C V C C V
82	Pacaraos	ten	trunka	trunka	ʈʂ u ŋ k a		733	ʈʂ u ŋ k a	C V C C V
86	Puno	ten	čunka	čunka	tʃ u n k a		733	tʃ u n k a	C V C C V
90	Santiagueno	ten	chunka	chunka	tʃ u ŋ k a	in disuse	733	tʃ u ŋ k a	C V C C V
99	Yanac	ten	ĉunka	ĉunka	ʈʂ u n k a		733	ʈʂ u n k a	C V C C V
7476	Apuri	think (over, about), to	yuya	yuya	j u j a		737	j u j - - a	C V C V
2312	Apurimac	think (over, about), to	yuya	yuya	j u j a		737	j u j - - a	C V C V
2314	Atalla	think (over, about), to	yuya.	yuya.	j u j a		737	j u j - - a	C V C V
2315	Ayacucho	think (over, about), to	yuya	yuya	j u j a		737	j u j - - a	C V C V
7307	Azuay	think (over, about), to	yuya-na	yuya-na	j u j a n a		737	j u j a n a	C V C V C V
2317	Chachapoyas	think (over, about), to	yuya	yuya	j u j a		737	j u j - - a	C V C V
2319	Chetilla	think (over, about), to	yuya.	yuya.	j u j a		737	j u j - - a	C V C V
7478	Huangascar	think (over, about), to	yuya	yuya	j u j a		737	j u j - - a	C V C V
2330	Imbabura	think (over, about), to	yuyana	yuyana	j u j a n a		737	j u j a n a	C V C V C V
2337	Napo	think (over, about), to	yuyana	yuyana	j u j a n a		737	j u j a n a	C V C V C V
2342	Puno	think (over, about), to	yuya.	yuya.	j u j a		737	j u j - - a	C V C V
2318	Chacpar	think (over, about), to	yarpa.	yarpa.	j a r p a		738	j a r p a	C V C C V
2324	Huallaga	think (over, about), to	yarpa.	yarpa.	j a r p a		738	j a r p a	C V C C V
2329	HuarazHuailas	think (over, about), to	yarpay	yarpay	j a ɾ p a		738	j a ɾ p a	C V C C V
2331	Inkawasi	think (over, about), to	yarbu.	yarbu.	j a r p a		738	j a r p a	C V C C V
7462	Jauja	think (over, about), to	yalpa	yalpa	j a l p a		738	j a l p a	C V C C V
2338	Pacaraos	think (over, about), to	yarpa	yarpa	j a ɾ p a		738	j a ɾ p a	C V C C V
2353	Yanac	think (over, about), to	yarpa.	yarpa.	j a r p a		738	j a r p a	C V C C V
2877	Apuri	this	kay	kay	k ai		746	k ai	C V
2878	Apurimac	this	kay	kay	k ai		746	k ai	C V
2880	Atalla	this	kay	kay	k ai		746	k ai	C V
2881	Ayacucho	this	kay	kay	k ai		746	k ai	C V
7187	Azuay	this	cay	cay	k ai		746	k ai	C V
2884	Chachapoyas	this	kay	kay	k ai		746	k ai	C V
2885	Chacpar	this	ke:, kay	ke:	k eː		746	k eː	C V
2887	Chetilla	this	kay	kay	k ai		746	k ai	C V
2892	Huallaga	this	kay	kay	k ai		746	k ai	C V
2895	Huangascar	this	kay	kay	k ai		746	k ai	C V
2896	Imbabura	this	kai	kai	k ai		746	k ai	C V
2897	Inkawasi	this	kay	kay	k ai		746	k ai	C V
7436	Jauja	this	kay	kay	k ai		746	k ai	C V
2903	Maragua	this	kay	kay	k ai		746	k ai	C V
2904	Napo	this	cai	cai	k ai		746	k ai	C V
2905	Pacaraos	this	kay	kay	k ai		746	k ai	C V
2909	Puno	this	kay	kay	k ai		746	k ai	C V
2912	Santiagueno	this	kay	kay	k ai		746	k ai	C V
2919	Yanac	this	ke:	ke:	k eː		746	k eː	C V
2644	Apuri	thou (you sg.)	qam	qam	q a m		748	q a m	C V C
2645	Apurimac	thou (you sg.)	qan	qan	q a n		748	q a n	C V C
2647	Atalla	thou (you sg.)	χam	χam	χ a m		748	χ a m	C V C
2648	Ayacucho	thou (you sg.)	qam	qam	χ a m		748	χ a m	C V C
7183	Azuay	thou (you sg.)	can	can	k a n		748	k a n	C V C
2651	Chachapoyas	thou (you sg.)	kam	kam	k a m		748	k a m	C V C
2652	Chacpar	thou (you sg.)	qam, ġam	qam	q a m		748	q a m	C V C
2654	Chetilla	thou (you sg.)	qam	qam	q a m		748	q a m	C V C
2659	Huallaga	thou (you sg.)	qam	qam	q a m		748	q a m	C V C
2662	Huangascar	thou (you sg.)	qam	qam	q a m		748	q a m	C V C
2663	HuarazHuailas	thou (you sg.)	qam	qam	q a m		748	q a m	C V C
2664	Imbabura	thou (you sg.)	kan	kan	k a n		748	k a n	C V C
2665	Inkawasi	thou (you sg.)	xam	xam	x a m		748	x a m	C V C
7437	Jauja	thou (you sg.)	qam	qam	q a m		748	q a m	C V C
2672	Maragua	thou (you sg.)	qan	qan	q a n		748	q a n	C V C
2673	Napo	thou (you sg.)	can	can	k a n		748	k a n	C V C
2674	Pacaraos	thou (you sg.)	qam	qam	ʁ a m		748	ʁ a m	C V C
2678	Puno	thou (you sg.)	qan	qan	q a n		748	q a n	C V C
2682	Santiagueno	thou (you sg.)	qam	qam	q a m		748	q a m	C V C
2691	Yanac	thou (you sg.)	qam	qam	q a m		748	q a m	C V C
3439	Apuri	three	kimsa	kimsa	k i m s a		750	k i m s a	C V C C V
3440	Apurimac	three	kinsa	kinsa	k i n s a		750	k i n s a	C V C C V
3442	Atalla	three	kimza	kimza	k i m z a		750	k i m z a	C V C C V
3443	Ayacucho	three	kimsa	kimsa	k i m s a		750	k i m s a	C V C C V
7171	Azuay	three	quimsa	quimsa	k i m s a		750	k i m s a	C V C C V
3446	Chachapoyas	three	kimsa	kimsa	k i m s a		750	k i m s a	C V C C V
3447	Chacpar	three	kima	kima	k i m a		750	k i m - a	C V C V
3448	Chetilla	three	kimsa	kimsa	k i m s a		750	k i m s a	C V C C V
3453	Huallaga	three	kimsa	kimsa	k i m s a		750	k i m s a	C V C C V
3456	Huangascar	three	kimsa	kimsa	k i m s a		750	k i m s a	C V C C V
3457	HuarazHuailas	three	kima	kima	k i m a		750	k i m - a	C V C V
3458	Imbabura	three	kimsa	kimsa	k i m s a		750	k i m s a	C V C C V
3459	Inkawasi	three	kimsa	kimsa	k i m s a		750	k i m s a	C V C C V
7438	Jauja	three	kimsa	kimsa	k i m s a		750	k i m s a	C V C C V
3466	Maragua	three	kinsa	kinsa	k i n s a		750	k i n s a	C V C C V
3467	Napo	three	quimsa	quimsa	k i m s a		750	k i m s a	C V C C V
3468	Pacaraos	three	kima	kima	k i m a		750	k i m - a	C V C V
3472	Puno	three	kimsa	kimsa	k i m s a		750	k i m s a	C V C C V
3476	Santiagueno	three	kimsa	kimsa	k i m s a		750	k i m s a	C V C C V
3485	Yanac	three	kinsa	kinsa	k i n s a		750	k i n s a	C V C C V
626	Apuri	tire	pishipa	pishipa	p i ʃ i p a		755	p i ʃ i p a	C V C V C V
627	Apurimac	tire	pisipa	pisipa	p i s i p a		755	p i s i p a	C V C V C V
629	Atalla	tire	pisi.pa	pisi.pa	p i s i p a		755	p i s i p a	C V C V C V
630	Ayacucho	tire	pisipa	pisipa	p i s i p a		755	p i s i p a	C V C V C V
634	Chacpar	tire	piši'pa	piši'pa	p i ʃ i p a		755	p i ʃ i p a	C V C V C V
640	Huallaga	tire	piši.pa	piši.pa	p i ʃ i p a		755	p i ʃ i p a	C V C V C V
645	Huangascar	tire	pishipa	pishipa	p i ʃ i p a		755	p i ʃ i p a	C V C V C V
646	HuarazHuailas	tire	pishipaay	pishipaay	p i ʃ i p aː		755	p i ʃ i p aː	C V C V C V
642	Jauja	tire	pishipay	pishipay	p i ʃ i p a		755	p i ʃ i p a	C V C V C V
656	Pacaraos	tire	pishi-kaa	pishi-kaa	p i ç i k aː	ka/ku alternation	755	p i ç i k aː	C V C V C V
7516	Apurimac	tire	sayku	sayku	s ai kʼ u		754	s ai kʼ u - - - -	C V C V
