ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COG	COGID	ALIGNMENT	STRUCTURE	ORIGINAL_ALIGNMENT	ORIGINAL_TOKENS	ORIGINAL_STRUCTURE
737	Hangzhou	fist	拳头	ʣɥõ²¹³dej²¹³	dz ɥ õ ²¹³ d e j ²¹³		723	656	dz ɥ õ ²¹³ d e j ²¹³	C C V T C V C T	dz ɥ õ - ²¹³ d e j ²¹³ - - -	dz ɥ õ ²¹³ d e j ²¹³	C C V T C V C T
734	Hefei	fist	拳头	ʨʰɥɪ̃⁵⁵tʰɯ	tɕʰ ɥ ɪ̃ ⁵⁵ tʰ ɯ		723	656	tɕʰ ɥ ɪ̃ ⁵⁵ tʰ ɯ - -	C C V T C V	tɕʰ ɥ ɪ̃ - ⁵⁵ tʰ ɯ - - - - -	tɕʰ ɥ ɪ̃ ⁵⁵ tʰ ɯ	C C V T C V
735	Jinan	fist	拳头	ʨʰɥã⁴²tʰow	tɕʰ ɥ ã ⁴² tʰ o w		723	656	tɕʰ ɥ ã ⁴² tʰ o w -	C C V T C V C	tɕʰ ɥ ã - ⁴² tʰ o w - - - -	tɕʰ ɥ ã ⁴² tʰ o w	C C V T C V C
729	Meixian	fist	拳头	kʰjan¹¹tʰew¹¹	kʰ j a ¹¹ tʰ e w ¹¹		723	656	kʰ j a ¹¹ tʰ e w ¹¹	C C V T C V C T	kʰ j a n ¹¹ tʰ e w ¹¹ - - -	kʰ j a n ¹¹ tʰ e w ¹¹	C C V C T C V C T
739	Nanchang	fist	拳头	ʨʰɥɵn²⁴tʰɛw⁰⁴	tɕʰ ɥ ɵ ²⁴ tʰ ɛ w ⁰⁴/¹⁴		723	656	tɕʰ ɥ ɵ ²⁴ tʰ ɛ w ⁰⁴/¹⁴	C C V T C V C T	tɕʰ ɥ ɵ n ²⁴ tʰ ɛ w ⁰⁴/¹⁴ - - -	tɕʰ ɥ ɵ n ²⁴ tʰ ɛ w ⁰⁴/¹⁴	C C V C T C V C T
748	Shanghai	fist	拳头	ʥɥø¹³dɤ¹³	dʑ ɥ ø ¹³ d ɤ ¹³		723	656	dʑ ɥ ø ¹³ d ɤ - ¹³	C C V T C V T	dʑ ɥ ø - ¹³ d ɤ - ¹³ - - -	dʑ ɥ ø ¹³ d ɤ ¹³	C C V T C V T
733	Xiamen	fist	拳头母	kun³⁵tʰaw³⁵bu⁵³	k u ³⁵ tʰ a w ³⁵		723	656	k - u ³⁵ tʰ a w ³⁵	C V T C V C T	k - u n ³⁵ tʰ a w ³⁵ b u ⁵³	k u n ³⁵ tʰ a w ³⁵ b u ⁵³	C V C T C V C T C V T
86	Changsha	flash (verb)	扯闪	t͡ʂʰʅ⁴¹ʂə̃⁴¹	ʈʂʰ ʅ ⁴¹ ʂ ə̃ ⁴¹		885	792	ʈʂʰ ʅ ⁴¹ ʂ ə̃ ⁴¹	C V T C V T	ʈʂʰ - ʅ - ⁴¹ - - - ʂ - ə̃ - ⁴¹	ʈʂʰ ʅ ⁴¹ ʂ ə̃ ⁴¹	C V T C V T
88	Guixian	flash (verb)	扯火闪	ʦʰej⁴²xo⁴²san⁴²	tsʰ e ⁴² s a ⁴²		885	792	tsʰ e ⁴² s a ⁴²	C V T C V T	tsʰ - e j ⁴² x o ⁴² s - a n ⁴²	tsʰ e j ⁴² x o ⁴² s a n ⁴²	C V C T C V T C V C T
100	Kunming	flash (verb)	扯闪	t͡ʂʰə⁵³ʂᴀ̃⁵³	ʈʂʰ ə ⁵³ ʂ ᴀ̃/ã̱ ⁵³		885	792	ʈʂʰ ə ⁵³ ʂ ᴀ̃/ã̱ ⁵³	C V T C V T	ʈʂʰ - ə - ⁵³ - - - ʂ - ᴀ̃/ã̱ - ⁵³	ʈʂʰ ə ⁵³ ʂ ᴀ̃/ã̱ ⁵³	C V T C V T
98	Shexian	flash (verb)	扯热闪	ʨʰja³⁵ne²²ɕɥe³²⁴	tɕʰ a ³⁵ ɕ e ³²⁴		885	792	tɕʰ a ³⁵ ɕ e ³²⁴	C V T C V T	tɕʰ j a - ³⁵ n e ²² ɕ ɥ e - ³²⁴	tɕʰ j a ³⁵ n e ²² ɕ ɥ e ³²⁴	C C V T C V T C C V T
99	Beijing	flash (verb)	闪电	ʂan²¹⁴tjan⁵¹	ʂ a ²¹⁴ t a ⁵¹		86	770	ʂ a ²¹⁴ t a ⁵¹	C V T C V T	ʂ a n ²¹⁴ - - - t j a n ⁵¹	ʂ a n ²¹⁴ t j a n ⁵¹	C V C T C C V C T
92	Guangzhou	flash (verb)	闪电	sim³⁵tin²²	s i ³⁵ t i ²²		86	770	s i ³⁵ t i ²²	C V T C V T	s i m ³⁵ - - - t - i n ²²	s i m ³⁵ t i n ²²	C V C T C V C T
89	Hefei	flash (verb)	打闪	ta²⁴ʂən²⁴	t a ²⁴ ʂ ə ²⁴		86	770	t a ²⁴ ʂ ə ²⁴	C V T C V T	t a - ²⁴ - - - ʂ - ə n ²⁴	t a ²⁴ ʂ ə n ²⁴	C V T C V C T
90	Jinan	flash (verb)	打闪	ta⁵⁵ʂã⁵⁵	t a ⁵⁵ ʂ ã ⁵⁵		86	770	t a ⁵⁵ ʂ ã ⁵⁵	C V T C V T	t a - ⁵⁵ - - - ʂ - ã - ⁵⁵	t a ⁵⁵ ʂ ã ⁵⁵	C V T C V T
102	Shanghai	flash (verb)	闪电	sø³⁵di¹³	s ø ³⁵ d i ¹³		86	770	s ø ³⁵ d i ¹³	C V T C V T	s ø - ³⁵ - - - d - i - ¹³	s ø ³⁵ d i ¹³	C V T C V T
97	Shexian	flash (verb)	打热闪	ta³⁵ne²²ɕɥe³²⁴	t a ³⁵ ɕ e ³²⁴		86	770	t a ³⁵ ɕ e ³²⁴	C V T C V T	t a - ³⁵ n e ²² ɕ ɥ e - ³²⁴	t a ³⁵ n e ²² ɕ ɥ e ³²⁴	C V T C V T C C V T
96	Taiyuan	flash (verb)	打闪	ta⁵³sæ̃⁵³	t a ⁵³ s æ̃ ⁵³		86	770	t a ⁵³ s æ̃ ⁵³	C V T C V T	t a - ⁵³ - - - s - æ̃ - ⁵³	t a ⁵³ s æ̃ ⁵³	C V T C V T
765	Beijing	forefinger	手指头	ʂow²¹⁴t͡ʂʅ²¹⁴tʰow⁴	ʂ o w ²¹⁴ ʈʂ ʅ ²¹⁴ tʰ o w ⁴		853	763	ʂ o w ²¹⁴ ʈʂ ʅ ²¹⁴ tʰ o w ⁴	C V C T C V T C V C T	ʂ - o w ²¹⁴ ʈʂ ʅ - ²¹⁴ tʰ o w ⁴	ʂ o w ²¹⁴ ʈʂ ʅ ²¹⁴ tʰ o w ⁴	C V C T C V T C V C T
750	Changsha	forefinger	手指脑	ʂəw⁴¹t͡ʂʅ²⁴law⁴¹	ʂ ə w ⁴¹ ʈʂ ʅ ²⁴ l a w ⁴¹		853	763	ʂ ə w ⁴¹ ʈʂ ʅ ²⁴ l a w ⁴¹	C V C T C V T C V C T	ʂ - ə w ⁴¹ ʈʂ ʅ - ²⁴ l a w ⁴¹	ʂ ə w ⁴¹ ʈʂ ʅ ²⁴ l a w ⁴¹	C V C T C V T C V C T
760	Chengdu	forefinger	手指	səw⁵³ʦɿ	s ə w ⁵³ ts ɿ		853	763	s ə w ⁵³ - - - ts ɿ - -	C V C T C V	s - ə w ⁵³ - - - - ts ɿ - -	s ə w ⁵³ ts ɿ	C V C T C V
758	Guangzhou	forefinger	手指头	sɐw³⁵ʦi³⁵tʰɐw²¹	s ɐ w ³⁵ ts i ³⁵ tʰ ɐ w ²¹		853	763	s ɐ w ³⁵ ts i ³⁵ tʰ ɐ w ²¹	C V C T C V T C V C T	s - ɐ w ³⁵ ts i - ³⁵ tʰ ɐ w ²¹	s ɐ w ³⁵ ts i ³⁵ tʰ ɐ w ²¹	C V C T C V T C V C T
752	Guixian	forefinger	手指头	səw⁴²ʦɿ⁴²tʰəw²¹	s ə w ⁴² ts ɿ ⁴² tʰ ə w ²¹		853	763	s ə w ⁴² ts ɿ ⁴² tʰ ə w ²¹	C V C T C V T C V C T	s - ə w ⁴² ts ɿ - ⁴² tʰ ə w ²¹	s ə w ⁴² ts ɿ ⁴² tʰ ə w ²¹	C V C T C V T C V C T
757	Hangzhou	forefinger	手指头	sej⁵³ʦɿ⁵³dej²¹³	s e j ⁵³ ts ɿ ⁵³ d e j ²¹³		853	763	s e j ⁵³ ts ɿ ⁵³ d e j ²¹³	C V C T C V T C V C T	s - e j ⁵³ ts ɿ - ⁵³ d e j ²¹³	s e j ⁵³ ts ɿ ⁵³ d e j ²¹³	C V C T C V T C V C T
756	Jinan	forefinger	手指头	ʂow⁵⁵t͡ʂʅ²¹³tʰow	ʂ o w ⁵⁵ ʈʂ ʅ ²¹³ tʰ o w		853	763	ʂ o w ⁵⁵ ʈʂ ʅ ²¹³ tʰ o w -	C V C T C V T C V C	ʂ - o w ⁵⁵ ʈʂ ʅ - ²¹³ tʰ o w -	ʂ o w ⁵⁵ ʈʂ ʅ ²¹³ tʰ o w	C V C T C V T C V C
766	Kunming	forefinger	手指头	ʂəw⁵³t͡ʂʅ³¹tʰəw³¹	ʂ ə w ⁵³ ʈʂ ʅ ³¹ tʰ ə w ³¹		853	763	ʂ ə w ⁵³ ʈʂ ʅ ³¹ tʰ ə w ³¹	C V C T C V T C V C T	ʂ - ə w ⁵³ ʈʂ ʅ - ³¹ tʰ ə w ³¹	ʂ ə w ⁵³ ʈʂ ʅ ³¹ tʰ ə w ³¹	C V C T C V T C V C T
749	Meixian	forefinger	手指	su³¹ʦɿ³¹	s u ³¹ ts ɿ ³¹		853	763	s u - ³¹ - - - ts ɿ - ³¹	C V T C V T	s - u - ³¹ - - - - ts ɿ - ³¹	s u ³¹ ts ɿ ³¹	C V T C V T
767	Shanghai	forefinger	手指头	sɤ³⁵ʦɿ³⁵dɤ¹³	s ɤ ³⁵ ts ɿ ³⁵ d ɤ ¹³		853	763	s ɤ - ³⁵ ts ɿ ³⁵ d ɤ - ¹³	C V T C V T C V T	s - ɤ - ³⁵ ts ɿ - ³⁵ d ɤ - ¹³	s ɤ ³⁵ ts ɿ ³⁵ d ɤ ¹³	C V T C V T C V T
763	Taiyuan	forefinger	手指头	səw⁵³ʦəʔ²tʰəw¹¹	s ə w ⁵³ ts ə ² tʰ ə w ¹¹		853	763	s ə w ⁵³ ts ə ² tʰ ə w ¹¹	C V C T C V T C V C T	s - ə w ⁵³ ts ə ʔ ² tʰ ə w ¹¹	s ə w ⁵³ ts ə ʔ ² tʰ ə w ¹¹	C V C T C V C T C V C T
754	Xiamen	forefinger	手指	ʦʰju⁵³ʦãj⁵³	tsʰ u ⁵³ ts ã j ⁵³		853	763	tsʰ u - ⁵³ - - - ts ã j ⁵³	C V T C V C T	tsʰ j u - ⁵³ - - - - ts ã j ⁵³	tsʰ j u ⁵³ ts ã j ⁵³	C C V T C V C T
761	Chengdu	forefinger	指头儿	ʦɿ⁵³tʰər³¹	ts ɿ ⁵³ tʰ ə r ³¹		535	510	ts ɿ ⁵³ tʰ ə r ³¹	C V T C V C T	ts ɿ - ⁵³ tʰ ə r ³¹ - - -	ts ɿ ⁵³ tʰ ə r ³¹	C V T C V C T
751	Guixian	forefinger	指头	ʦɿ⁴²tʰəw²¹	ts ɿ ⁴² tʰ ə w ²¹		535	510	ts ɿ ⁴² tʰ ə w ²¹	C V T C V C T	ts ɿ - ⁴² tʰ ə w ²¹ - - -	ts ɿ ⁴² tʰ ə w ²¹	C V T C V C T
759	Nanchang	forefinger	指头子	ʦɨʔ⁵tʰɛw⁰²ʦɿ⁰²	ts ɨ ⁵ tʰ ɛ w ⁰²/¹²		535	510	ts ɨ ⁵ tʰ ɛ w ⁰²/¹²	C V T C V C T	ts ɨ ʔ ⁵ tʰ ɛ w ⁰²/¹² ts ɿ ⁰²/¹²	ts ɨ ʔ ⁵ tʰ ɛ w ⁰²/¹² ts ɿ ⁰²/¹²	C V C T C V C T C V T
621	Hangzhou	forehead	额角头	ŋɑʔ²koʔ⁵dej²¹³	ŋ ɑ ʔ ² k o ʔ ⁵ d e ²¹³		111	95	ŋ ɑ ʔ ² k o ʔ ⁵ d e ²¹³	C V C T C V C T C V T	ŋ - ɑ ʔ ² k o ʔ ⁵ d - e j ²¹³	ŋ ɑ ʔ ² k o ʔ ⁵ d e j ²¹³	C V C T C V C T C V C T
630	Kunming	forehead	额勒头	ə³¹lə⁴⁴tʰəw³¹	ə ³¹ l ə ⁴⁴ tʰ ə ³¹		111	95	- ə - ³¹ l ə - ⁴⁴ tʰ ə ³¹	V T C V T C V T	- - ə - ³¹ l ə - ⁴⁴ tʰ - ə w ³¹	ə ³¹ l ə ⁴⁴ tʰ ə w ³¹	V T C V T C V C T
614	Meixian	forehead	额角	ŋjak¹kok¹	ŋ a k ¹ k o k ¹		111	95	ŋ a k ¹ k o k ¹ - - -	C V C T C V C T	ŋ j a k ¹ k o k ¹ - - - - -	ŋ j a k ¹ k o k ¹	C C V C T C V C T
631	Shanghai	forehead	额角头	ŋaʔ¹³koʔ⁵dɤ¹³	ŋ a ʔ ¹³ k o ʔ ⁵ d ɤ ¹³		111	95	ŋ a ʔ ¹³ k o ʔ ⁵ d ɤ ¹³	C V C T C V C T C V T	ŋ - a ʔ ¹³ k o ʔ ⁵ d - ɤ - ¹³	ŋ a ʔ ¹³ k o ʔ ⁵ d ɤ ¹³	C V C T C V C T C V T
627	Shexian	forehead	额角头	ŋɛ²¹kɔ²¹tʰju⁴⁴	ŋ ɛ ²¹ k ɔ ²¹ tʰ u ⁴⁴		111	95	ŋ ɛ - ²¹ k ɔ - ²¹ tʰ u ⁴⁴	C V T C V T C V T	ŋ - ɛ - ²¹ k ɔ - ²¹ tʰ j u - ⁴⁴	ŋ ɛ ²¹ k ɔ ²¹ tʰ j u ⁴⁴	C V T C V T C C V T
616	Changsha	forehead	额头	ŋə²⁴təw¹³	ŋ ə ²⁴ t ə w ¹³		932	836	ŋ ə - ²⁴ t ə w ¹³	C V T C V C T	ŋ ə - ²⁴ t ə w ¹³ - - - - -	ŋ ə ²⁴ t ə w ¹³	C V T C V C T
622	Guangzhou	forehead	额头	ŋak²tʰɐw²¹	ŋ a k ² tʰ ɐ w ²¹		932	836	ŋ a k ² tʰ ɐ w ²¹	C V C T C V C T	ŋ a k ² tʰ ɐ w ²¹ - - - - -	ŋ a k ² tʰ ɐ w ²¹	C V C T C V C T
619	Hefei	forehead	额脑头	ɐʔ⁵lɔ²⁴tʰɯ⁵⁵	ɐ ʔ ⁵ l ɔ ²⁴		932	836	- ɐ ʔ ⁵ l ɔ - ²⁴	V C T C V T	- ɐ ʔ ⁵ l ɔ - ²⁴ tʰ - ɯ - ⁵⁵	ɐ ʔ ⁵ l ɔ ²⁴ tʰ ɯ ⁵⁵	V C T C V T C V T
618	Xiamen	forehead	头额	tʰaw³⁵hjaʔ⁵	tʰ a w ³⁵		932	836	- - - - tʰ a w ³⁵	C V C T	- - - - tʰ a w ³⁵ h j a ʔ ⁵	tʰ a w ³⁵ h j a ʔ ⁵	C V C T C C V C T
2634	Beijing	four	四	sɿ⁵¹	s ɿ ⁵¹		1156	136	s ɿ ⁵¹	C V T	s ɿ - ⁵¹	s ɿ ⁵¹	C V T
2623	Changsha	four	四	sɿ⁵⁵	s ɿ ⁵⁵		1156	136	s ɿ ⁵⁵	C V T	s ɿ - ⁵⁵	s ɿ ⁵⁵	C V T
2631	Chengdu	four	四	sɿ¹³	s ɿ ¹³		1156	136	s ɿ ¹³	C V T	s ɿ - ¹³	s ɿ ¹³	C V T
2629	Guangzhou	four	四	sej³³	s e ³³		1156	136	s e ³³	C V T	s e j ³³	s e j ³³	C V C T
2624	Guixian	four	四	sɿ²¹³	s ɿ ²¹³		1156	136	s ɿ ²¹³	C V T	s ɿ - ²¹³	s ɿ ²¹³	C V T
2628	Hangzhou	four	四	sɿ⁴⁴⁵	s ɿ ⁴⁴⁵		1156	136	s ɿ ⁴⁴⁵	C V T	s ɿ - ⁴⁴⁵	s ɿ ⁴⁴⁵	C V T
2626	Hefei	four	四	sɿ⁵³	s ɿ ⁵³		1156	136	s ɿ ⁵³	C V T	s ɿ - ⁵³	s ɿ ⁵³	C V T
2627	Jinan	four	四	sɿ²¹	s ɿ ²¹		1156	136	s ɿ ²¹	C V T	s ɿ - ²¹	s ɿ ²¹	C V T
2635	Kunming	four	四	sɿ²¹²	s ɿ ²¹²		1156	136	s ɿ ²¹²	C V T	s ɿ - ²¹²	s ɿ ²¹²	C V T
2622	Meixian	four	四	si⁵³	s i ⁵³		1156	136	s i ⁵³	C V T	s i - ⁵³	s i ⁵³	C V T
2630	Nanchang	four	四	sɿ⁴⁵	s ɿ ⁴⁵		1156	136	s ɿ ⁴⁵	C V T	s ɿ - ⁴⁵	s ɿ ⁴⁵	C V T
2636	Shanghai	four	四	sɿ³⁵	s ɿ ³⁵		1156	136	s ɿ ³⁵	C V T	s ɿ - ³⁵	s ɿ ³⁵	C V T
2633	Shexian	four	四	sɿ³²⁴	s ɿ ³²⁴		1156	136	s ɿ ³²⁴	C V T	s ɿ - ³²⁴	s ɿ ³²⁴	C V T
2632	Taiyuan	four	四	sɿ⁴⁵	s ɿ ⁴⁵		1156	136	s ɿ ⁴⁵	C V T	s ɿ - ⁴⁵	s ɿ ⁴⁵	C V T
2625	Xiamen	four	四	si²¹	s i ²¹		1156	136	s i ²¹	C V T	s i - ²¹	s i ²¹	C V T
175	Beijing	freeze	结冰	ʨjɛ⁵⁵piŋ⁵⁵	tɕ j ɛ ⁵⁵ p i ŋ ⁵⁵		711	646	tɕ j ɛ - ⁵⁵ p i ŋ ⁵⁵	C C V T C V C T	tɕ j ɛ - ⁵⁵ p i ŋ ⁵⁵	tɕ j ɛ ⁵⁵ p i ŋ ⁵⁵	C C V T C V C T
172	Chengdu	freeze	结冰	ʨje³¹pin⁵⁵	tɕ j e ³¹ p i n ⁵⁵		711	646	tɕ j e - ³¹ p i n ⁵⁵	C C V T C V C T	tɕ j e - ³¹ p i n ⁵⁵	tɕ j e ³¹ p i n ⁵⁵	C C V T C V C T
169	Guangzhou	freeze	结冰	kit³peŋ⁵⁵	k i t ³ p e ŋ ⁵⁵		711	646	k - i t ³ p e ŋ ⁵⁵	C V C T C V C T	k - i t ³ p e ŋ ⁵⁵	k i t ³ p e ŋ ⁵⁵	C V C T C V C T
162	Guixian	freeze	结冰	ʨjɛ²¹pin	tɕ j ɛ ²¹ p i n		711	646	tɕ j ɛ - ²¹ p i n -	C C V T C V C	tɕ j ɛ - ²¹ p i n -	tɕ j ɛ ²¹ p i n	C C V T C V C
168	Hangzhou	freeze	结冰	ʨjəʔ⁵pin³³	tɕ j ə ʔ ⁵ p i n ³³		711	646	tɕ j ə ʔ ⁵ p i n ³³	C C V C T C V C T	tɕ j ə ʔ ⁵ p i n ³³	tɕ j ə ʔ ⁵ p i n ³³	C C V C T C V C T
166	Hefei	freeze	结冰	ʨiʔ⁵pin²¹	tɕ i ʔ ⁵ p i n ²¹		711	646	tɕ - i ʔ ⁵ p i n ²¹	C V C T C V C T	tɕ - i ʔ ⁵ p i n ²¹	tɕ i ʔ ⁵ p i n ²¹	C V C T C V C T
176	Kunming	freeze	结冰	ʨjɛ³¹pĩ⁴⁴	tɕ j ɛ ³¹ p ĩ ⁴⁴		711	646	tɕ j ɛ - ³¹ p ĩ - ⁴⁴	C C V T C V T	tɕ j ɛ - ³¹ p ĩ - ⁴⁴	tɕ j ɛ ³¹ p ĩ ⁴⁴	C C V T C V T
159	Meixian	freeze	结冰	kjat¹pen⁴⁴	k j a t ¹ p e n ⁴⁴		711	646	k j a t ¹ p e n ⁴⁴	C C V C T C V C T	k j a t ¹ p e n ⁴⁴	k j a t ¹ p e n ⁴⁴	C C V C T C V C T
170	Nanchang	freeze	结冰	ʨjɛʔ⁵pin⁴²	tɕ j ɛ ʔ ⁵ p i n ⁴²		711	646	tɕ j ɛ ʔ ⁵ p i n ⁴²	C C V C T C V C T	tɕ j ɛ ʔ ⁵ p i n ⁴²	tɕ j ɛ ʔ ⁵ p i n ⁴²	C C V C T C V C T
177	Shanghai	freeze	结冰	ʨjɪʔ⁵piŋ⁵³	tɕ j ɪ ʔ ⁵ p i ŋ ⁵³		711	646	tɕ j ɪ ʔ ⁵ p i ŋ ⁵³	C C V C T C V C T	tɕ j ɪ ʔ ⁵ p i ŋ ⁵³	tɕ j ɪ ʔ ⁵ p i ŋ ⁵³	C C V C T C V C T
164	Xiamen	freeze	结冰	kjat³²piŋ⁵⁵	k j a t ³² p i ŋ ⁵⁵		711	646	k j a t ³² p i ŋ ⁵⁵	C C V C T C V C T	k j a t ³² p i ŋ ⁵⁵	k j a t ³² p i ŋ ⁵⁵	C C V C T C V C T
167	Jinan	freeze	冻冻	tuŋ²¹³tuŋ	t u ŋ ²¹³ t u		776	699	t u ŋ ²¹³ t u	C V C T C V	t - u ŋ ²¹³ t - u ŋ -	t u ŋ ²¹³ t u ŋ	C V C T C V C
174	Shexian	freeze	冻冰	tʌ̃³²⁴pjʌ̃³¹	t ʌ̃ ³²⁴ p ʌ̃		776	699	t ʌ̃ - ³²⁴ p ʌ̃	C V T C V	t - ʌ̃ - ³²⁴ p j ʌ̃ - ³¹	t ʌ̃ ³²⁴ p j ʌ̃ ³¹	C V T C C V T
173	Taiyuan	freeze	冻冰	twəŋ⁴⁵pjəŋ¹¹	t ə ŋ ⁴⁵ p ə		776	699	t ə ŋ ⁴⁵ p ə	C V C T C V	t w ə ŋ ⁴⁵ p j ə ŋ ¹¹	t w ə ŋ ⁴⁵ p j ə ŋ ¹¹	C C V C T C C V C T
2508	Beijing	from	从	ʦʰuŋ³⁵	tsʰ u ŋ ³⁵		1086	74	tsʰ u ŋ ³⁵	C V C T	tsʰ - u ŋ ³⁵	tsʰ u ŋ ³⁵	C V C T
2495	Changsha	from	从	ʦoŋ¹³	ts o ŋ ¹³		1086	74	ts o ŋ ¹³	C V C T	ts - o ŋ ¹³	ts o ŋ ¹³	C V C T
2505	Chengdu	from	从	ʦʰoŋ³¹	tsʰ o ŋ ³¹		1086	74	tsʰ o ŋ ³¹	C V C T	tsʰ - o ŋ ³¹	tsʰ o ŋ ³¹	C V C T
2502	Guangzhou	from	从	ʦʰoŋ²¹	tsʰ o ŋ ²¹		1086	74	tsʰ o ŋ ²¹	C V C T	tsʰ - o ŋ ²¹	tsʰ o ŋ ²¹	C V C T
2501	Hangzhou	from	从	ʣoŋ²¹³	dz o ŋ ²¹³		1086	74	dz o ŋ ²¹³	C V C T	dz - o ŋ ²¹³	dz o ŋ ²¹³	C V C T
2498	Hefei	from	从	ʦʰəŋ⁵⁵	tsʰ ə ŋ ⁵⁵		1086	74	tsʰ ə ŋ ⁵⁵	C V C T	tsʰ - ə ŋ ⁵⁵	tsʰ ə ŋ ⁵⁵	C V C T
2499	Jinan	from	从	ʦʰuŋ⁴²	tsʰ u ŋ ⁴²		1086	74	tsʰ u ŋ ⁴²	C V C T	tsʰ - u ŋ ⁴²	tsʰ u ŋ ⁴²	C V C T
2511	Kunming	from	从	ʦʰoŋ³¹	tsʰ o ŋ ³¹		1086	74	tsʰ o ŋ ³¹	C V C T	tsʰ - o ŋ ³¹	tsʰ o ŋ ³¹	C V C T
2494	Meixian	from	从	ʦʰjuŋ¹¹	tsʰ u ŋ ¹¹		1086	74	tsʰ u ŋ ¹¹	C V C T	tsʰ j u ŋ ¹¹	tsʰ j u ŋ ¹¹	C C V C T
2503	Nanchang	from	从	ʦʰuŋ²⁴	tsʰ u ŋ ²⁴		1086	74	tsʰ u ŋ ²⁴	C V C T	tsʰ - u ŋ ²⁴	tsʰ u ŋ ²⁴	C V C T
2512	Shanghai	from	从	zoŋ¹³	z o ŋ ¹³		1086	74	z o ŋ ¹³	C V C T	z - o ŋ ¹³	z o ŋ ¹³	C V C T
2507	Shexian	from	从	ʦʰʌ̃⁴⁴	tsʰ ʌ̃ ⁴⁴		1086	74	tsʰ ʌ̃ - ⁴⁴	C V T	tsʰ - ʌ̃ - ⁴⁴	tsʰ ʌ̃ ⁴⁴	C V T
2506	Taiyuan	from	从	ʦʰwəŋ¹¹	tsʰ ə ŋ ¹¹		1086	74	tsʰ ə ŋ ¹¹	C V C T	tsʰ w ə ŋ ¹¹	tsʰ w ə ŋ ¹¹	C C V C T
1260	Hangzhou	girl	姑娘儿	ku³³njɑŋ²¹³əl²¹³	n j ɑ ŋ ²¹³		461	449	n j ɑ ŋ ²¹³	C C V C T	- - - - - k u ³³ n j ɑ ŋ ²¹³ ə l ²¹³	k u ³³ n j ɑ ŋ ²¹³ ə l ²¹³	C V T C C V C T V C T
1275	Kunming	girl	姑娘	ku⁴⁴njᴀ̃⁴⁴	n j ᴀ̃/ã̱ ⁴⁴		461	449	n j ᴀ̃/ã̱ - ⁴⁴	C C V T	- - - - - k u ⁴⁴ n j ᴀ̃/ã̱ - ⁴⁴ - - -	k u ⁴⁴ n j ᴀ̃/ã̱ ⁴⁴	C V T C C V T
1272	Beijing	girl	女孩儿	ny²¹⁴xar	n y ²¹⁴ x a		520	500	n y ²¹⁴ x a - - -	C V T C V	n y ²¹⁴ x - a r - - - -	n y ²¹⁴ x a r	C V T C V C
1259	Hangzhou	girl	女伢儿	ny⁵³ɦjɑ²¹³əl²¹³	n y ⁵³ ɦ ɑ ²¹³ ə ²¹³		520	500	n y ⁵³ ɦ ɑ ²¹³ ə ²¹³	C V T C V T V T	n y ⁵³ ɦ j ɑ - ²¹³ ə l ²¹³	n y ⁵³ ɦ j ɑ ²¹³ ə l ²¹³	C V T C C V T V C T
146	Guangzhou	hail	雹	pɔk²	p ɔ k ²		191	231	p ɔ k ²	C V C T	p ɔ - k ²	p ɔ k ²	C V C T
137	Meixian	hail	雹	pʰok⁵	pʰ o k ⁵		191	231	pʰ o k ⁵	C V C T	pʰ o - k ⁵	pʰ o k ⁵	C V C T
141	Xiamen	hail	雹	pʰawʔ⁵	pʰ a ʔ ⁵		191	231	pʰ a ʔ ⁵	C V C T	pʰ a w ʔ ⁵	pʰ a w ʔ ⁵	C V C C T
154	Beijing	hail	雹子	pɑw³⁵ʦɿ³	p ɑ ³⁵		31	321	- - - p ɑ ³⁵	C V T	- - - - - p ɑ w ³⁵ ts ɿ ³	p ɑ w ³⁵ ts ɿ ³	C V C T C V T
138	Changsha	hail	冰雹	pin³³pʰaw⁵⁵	p i ³³ pʰ a ⁵⁵		31	321	p i ³³ pʰ a ⁵⁵	C V T C V T	p - i n ³³ pʰ a w ⁵⁵ - - -	p i n ³³ pʰ a w ⁵⁵	C V C T C V C T
149	Chengdu	hail	冰雹子	pin⁵⁵paw¹³ʦɿ⁵³	p i ⁵⁵ p a ¹³		31	321	p i ⁵⁵ p a ¹³	C V T C V T	p - i n ⁵⁵ p a w ¹³ ts ɿ ⁵³	p i n ⁵⁵ p a w ¹³ ts ɿ ⁵³	C V C T C V C T C V T
139	Guixian	hail	冰雹	pin⁵⁵pa	p i ⁵⁵ p a		31	321	p i ⁵⁵ p a -	C V T C V	p - i n ⁵⁵ p a - - - - -	p i n ⁵⁵ p a	C V C T C V
145	Hangzhou	hail	冰雹	pin³³bɔ²¹³	p i ³³ b ɔ ²¹³		31	321	p i ³³ b ɔ ²¹³	C V T C V T	p - i n ³³ b ɔ - ²¹³ - - -	p i n ³³ b ɔ ²¹³	C V C T C V T
143	Jinan	hail	雹子	pa⁴²ʦɿ	p a ⁴²		31	321	- - - p a ⁴²	C V T	- - - - - p a - ⁴² ts ɿ -	p a ⁴² ts ɿ	C V T C V
