ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COG	COGID	ALIGNMENT	STRUCTURE
167	Jinan	freeze	冻冻	tuŋ²¹³tuŋ	t u ŋ ²¹³ t u ŋ		776	699	t - u ŋ ²¹³ t - u ŋ -	C V C T C V C
174	Shexian	freeze	冻冰	tʌ̃³²⁴pjʌ̃³¹	t ʌ̃ ³²⁴ p j ʌ̃ ³¹		776	699	t - ʌ̃ - ³²⁴ p j ʌ̃ - ³¹	C V T C C V T
173	Taiyuan	freeze	冻冰	twəŋ⁴⁵pjəŋ¹¹	t w ə ŋ ⁴⁵ p j ə ŋ ¹¹		776	699	t w ə ŋ ⁴⁵ p j ə ŋ ¹¹	C C V C T C C V C T
2508	Beijing	from	从	ʦʰuŋ³⁵	tsʰ u ŋ ³⁵		1086	74	tsʰ - u ŋ ³⁵	C V C T
2495	Changsha	from	从	ʦoŋ¹³	ts o ŋ ¹³		1086	74	ts - o ŋ ¹³	C V C T
2505	Chengdu	from	从	ʦʰoŋ³¹	tsʰ o ŋ ³¹		1086	74	tsʰ - o ŋ ³¹	C V C T
2502	Guangzhou	from	从	ʦʰoŋ²¹	tsʰ o ŋ ²¹		1086	74	tsʰ - o ŋ ²¹	C V C T
2501	Hangzhou	from	从	ʣoŋ²¹³	dz o ŋ ²¹³		1086	74	dz - o ŋ ²¹³	C V C T
2498	Hefei	from	从	ʦʰəŋ⁵⁵	tsʰ ə ŋ ⁵⁵		1086	74	tsʰ - ə ŋ ⁵⁵	C V C T
2499	Jinan	from	从	ʦʰuŋ⁴²	tsʰ u ŋ ⁴²		1086	74	tsʰ - u ŋ ⁴²	C V C T
2511	Kunming	from	从	ʦʰoŋ³¹	tsʰ o ŋ ³¹		1086	74	tsʰ - o ŋ ³¹	C V C T
2494	Meixian	from	从	ʦʰjuŋ¹¹	tsʰ j u ŋ ¹¹		1086	74	tsʰ j u ŋ ¹¹	C C V C T
2503	Nanchang	from	从	ʦʰuŋ²⁴	tsʰ u ŋ ²⁴		1086	74	tsʰ - u ŋ ²⁴	C V C T
2512	Shanghai	from	从	zoŋ¹³	z o ŋ ¹³		1086	74	z - o ŋ ¹³	C V C T
2507	Shexian	from	从	ʦʰʌ̃⁴⁴	tsʰ ʌ̃ ⁴⁴		1086	74	tsʰ - ʌ̃ - ⁴⁴	C V T
2506	Taiyuan	from	从	ʦʰwəŋ¹¹	tsʰ w ə ŋ ¹¹		1086	74	tsʰ w ə ŋ ¹¹	C C V C T
1260	Hangzhou	girl	姑娘儿	ku³³njɑŋ²¹³əl²¹³	k u ³³ n j ɑ ŋ ²¹³ ə l ²¹³		461	449	- - - - - k u ³³ n j ɑ ŋ ²¹³ ə l ²¹³	C V T C C V C T V C T
1275	Kunming	girl	姑娘	ku⁴⁴njᴀ̃⁴⁴	k u ⁴⁴ n j ᴀ̃/ã̱ ⁴⁴		461	449	- - - - - k u ⁴⁴ n j ᴀ̃/ã̱ - ⁴⁴ - - -	C V T C C V T
1272	Beijing	girl	女孩儿	ny²¹⁴xar	n y ²¹⁴ x a r		520	500	n y ²¹⁴ x - a r - - - -	C V T C V C
1259	Hangzhou	girl	女伢儿	ny⁵³ɦjɑ²¹³əl²¹³	n y ⁵³ ɦ j ɑ ²¹³ ə l ²¹³		520	500	n y ⁵³ ɦ j ɑ - ²¹³ ə l ²¹³	C V T C C V T V C T
146	Guangzhou	hail	雹	pɔk²	p ɔ k ²		191	231	p ɔ - k ²	C V C T
137	Meixian	hail	雹	pʰok⁵	pʰ o k ⁵		191	231	pʰ o - k ⁵	C V C T
141	Xiamen	hail	雹	pʰawʔ⁵	pʰ a w ʔ ⁵		191	231	pʰ a w ʔ ⁵	C V C C T
154	Beijing	hail	雹子	pɑw³⁵ʦɿ³	p ɑ w ³⁵ ts ɿ ³		31	321	- - - - - p ɑ w ³⁵ ts ɿ ³	C V C T C V T
138	Changsha	hail	冰雹	pin³³pʰaw⁵⁵	p i n ³³ pʰ a w ⁵⁵		31	321	p - i n ³³ pʰ a w ⁵⁵ - - -	C V C T C V C T
149	Chengdu	hail	冰雹子	pin⁵⁵paw¹³ʦɿ⁵³	p i n ⁵⁵ p a w ¹³ ts ɿ ⁵³		31	321	p - i n ⁵⁵ p a w ¹³ ts ɿ ⁵³	C V C T C V C T C V T
139	Guixian	hail	冰雹	pin⁵⁵pa	p i n ⁵⁵ p a		31	321	p - i n ⁵⁵ p a - - - - -	C V C T C V
145	Hangzhou	hail	冰雹	pin³³bɔ²¹³	p i n ³³ b ɔ ²¹³		31	321	p - i n ³³ b ɔ - ²¹³ - - -	C V C T C V T
143	Jinan	hail	雹子	pa⁴²ʦɿ	p a ⁴² ts ɿ		31	321	- - - - - p a - ⁴² ts ɿ -	C V T C V
155	Kunming	hail	冰雹	pĩ⁴⁴pɔ²¹²	p ĩ ⁴⁴ p ɔ ²¹²		31	321	p - ĩ - ⁴⁴ p ɔ - ²¹² - - -	C V T C V T
148	Nanchang	hail	雹子	pʰɔʔ²ʦɿ⁰²	pʰ ɔ ʔ ² ts ɿ ⁰²/¹²		31	321	- - - - - pʰ ɔ ʔ ² ts ɿ ⁰²/¹²	C V C T C V T
158	Shanghai	hail	冰雹	piŋ⁵³bɔ³	p i ŋ ⁵³ b ɔ ³		31	321	p - i ŋ ⁵³ b ɔ - ³ - - -	C V C T C V T
153	Shexian	hail	冰雹	pjʌ̃³¹pʰɔ²²	p j ʌ̃ ³¹ pʰ ɔ ²²		31	321	p j ʌ̃ - ³¹ pʰ ɔ - ²² - - -	C C V T C V T
1561	Beijing	he	他	tʰa⁵⁵	tʰ a ⁵⁵		704	640	tʰ a ⁵⁵	C V T
1550	Changsha	he	他	tʰa³³	tʰ a ³³		704	640	tʰ a ³³	C V T
1559	Chengdu	he	他	tʰa⁵⁵	tʰ a ⁵⁵		704	640	tʰ a ⁵⁵	C V T
1551	Guixian	he	他	la⁵⁵	l a ⁵⁵		704	640	l a ⁵⁵	C V T
1556	Hangzhou	he	他	tʰɑ³³	tʰ ɑ ³³		704	640	tʰ ɑ ³³	C V T
1554	Hefei	he	他	tʰa²¹	tʰ a ²¹		704	640	tʰ a ²¹	C V T
1555	Jinan	he	他	tʰa⁵⁵	tʰ a ⁵⁵		704	640	tʰ a ⁵⁵	C V T
1562	Kunming	he	他	tʰᴀ⁴⁴	tʰ ᴀ/a̱ ⁴⁴		704	640	tʰ ᴀ/a̱ ⁴⁴	C V T
1560	Taiyuan	he	他	tʰa¹¹	tʰ a ¹¹		704	640	tʰ a ¹¹	C V T
610	Beijing	head	头	tʰow³⁵	tʰ o w ³⁵		944	848	tʰ - o w ³⁵	C V C T
603	Chengdu	head	头	tʰəw³¹	tʰ ə w ³¹		944	848	tʰ - ə w ³¹	C V C T
600	Guangzhou	head	头	tʰɐw²¹	tʰ ɐ w ²¹		944	848	tʰ - ɐ w ²¹	C V C T
599	Hangzhou	head	头	dej²¹³	d e j ²¹³		944	848	d - e j ²¹³	C V C T
596	Hefei	head	头	tʰɯ⁵⁵	tʰ ɯ ⁵⁵		944	848	tʰ - ɯ - ⁵⁵	C V T
597	Jinan	head	头	tʰow	tʰ o w		944	848	tʰ - o w -	C V C
591	Meixian	head	头	tʰew¹¹	tʰ e w ¹¹		944	848	tʰ - e w ¹¹	C V C T
602	Nanchang	head	头	tʰɛw²⁴	tʰ ɛ w ²⁴		944	848	tʰ - ɛ w ²⁴	C V C T
612	Shanghai	head	头	dɤ¹³	d ɤ ¹³		944	848	d - ɤ - ¹³	C V T
606	Shexian	head	头	tʰju⁴⁴	tʰ j u ⁴⁴		944	848	tʰ j u - ⁴⁴	C C V T
595	Xiamen	head	头	tʰaw³⁵	tʰ a w ³⁵		944	848	tʰ - a w ³⁵	C V C T
592	Changsha	head	脑壳	law⁴¹kʰo²⁴	l a w ⁴¹ kʰ o ²⁴		937	841	- l a w ⁴¹ - - - kʰ o - ²⁴	C V C T C V T
604	Chengdu	head	脑壳	naw⁵³kʰo³¹	n a w ⁵³ kʰ o ³¹		937	841	- n a w ⁵³ - - - kʰ o - ³¹	C V C T C V T
601	Guangzhou	head	头壳	tʰɐw²¹hɔk³	tʰ ɐ w ²¹ h ɔ k ³		937	841	tʰ - ɐ w ²¹ - - - h ɔ k ³	C V C T C V C T
593	Guixian	head	脑壳	la⁴²kʰo²¹	l a ⁴² kʰ o ²¹		937	841	- l a - ⁴² - - - kʰ o - ²¹	C V T C V T
611	Kunming	head	脑壳	nɔ⁵³kʰo³¹	n ɔ ⁵³ kʰ o ³¹		937	841	- n ɔ - ⁵³ - - - kʰ o - ³¹	C V T C V T
607	Shexian	head	头脑壳	tʰju⁴⁴lɔ³⁵kʰɔʔ²¹	tʰ j u ⁴⁴ l ɔ ³⁵ kʰ ɔ ʔ ²¹		937	841	tʰ j u - ⁴⁴ l ɔ ³⁵ kʰ ɔ ʔ ²¹	C C V T C V T C V C T
594	Xiamen	head	头壳	tʰaw³⁵kʰak³²	tʰ a w ³⁵ kʰ a k ³²		937	841	tʰ - a w ³⁵ - - - kʰ a k ³²	C V C T C V C T
1690	Shexian	here	嗯哪	n̩³¹na	n̩ ³¹ n a		271	294	n̩ - ³¹ n a -	C T C V
1691	Beijing	here	这儿	t͡ʂɤr⁵¹	ʈʂ ɤ r ⁵¹		854	764	ʈʂ ɤ r ⁵¹ - - - -	C V C T
1687	Chengdu	here	这儿	ʦər⁵⁵	ts ə r ⁵⁵		854	764	ts ə r ⁵⁵ - - - -	C V C T
1680	Jinan	here	这儿	t͡ʂər²¹	ʈʂ ə r ²¹		854	764	ʈʂ ə r ²¹ - - - -	C V C T
1689	Taiyuan	here	这儿家	ʦar⁴⁵ʨja⁵³	ts a r ⁴⁵ tɕ j a ⁵³		854	764	ts a r ⁴⁵ tɕ j a ⁵³	C V C T C C V T
1686	Nanchang	here	箇块屑子	ko²¹³kʰwajuai⁰⁴ɕjɛʔ⁵ʦɿ⁰²	k o ²¹³ kʰ w a j u a i ⁰⁴/¹⁴ ɕ j ɛ ʔ ⁵ ts ɿ ⁰²/¹²		280	302	k o ²¹³ kʰ w a j u a i ⁰⁴/¹⁴ ɕ j ɛ ʔ ⁵ ts ɿ ⁰²/¹²	C V T C C V C V V V T C C V C T C V T
2259	Beijing	hot	热	ʐɤ⁵¹	ʐ ɤ ⁵¹		834	748	ʐ - ɤ - ⁵¹	C V T
2246	Changsha	hot	热	ɥe²⁴	ɥ e ²⁴		834	748	- ɥ e - ²⁴	C V T
2256	Chengdu	hot	热	ze³¹	z e ³¹		834	748	z - e - ³¹	C V T
2253	Guangzhou	hot	热	jit²	j i t ²		834	748	- j i t ²	C V C T
2247	Guixian	hot	热	zɛ²¹	z ɛ ²¹		834	748	z - ɛ - ²¹	C V T
2252	Hangzhou	hot	热	zɥəʔ²	z ɥ ə ʔ ²		834	748	z ɥ ə ʔ ²	C C V C T
2250	Hefei	hot	热	ʐɐʔ⁵	ʐ ɐ ʔ ⁵		834	748	ʐ - ɐ ʔ ⁵	C V C T
2251	Jinan	hot	热	ʐə²¹	ʐ ə ²¹		834	748	ʐ - ə - ²¹	C V T
2260	Kunming	hot	热	ʐə³¹	ʐ ə ³¹		834	748	ʐ - ə - ³¹	C V T
2245	Meixian	hot	热	ŋjat⁵	ŋ j a t ⁵		834	748	ŋ j a t ⁵	C C V C T
2255	Nanchang	hot	热	lɛʔ⁵	l ɛ ʔ ⁵		834	748	l - ɛ ʔ ⁵	C V C T
2264	Shanghai	hot	热	ȵjɪʔ¹	ɲ j ɪ ʔ ¹		834	748	ɲ j ɪ ʔ ¹	C C V C T
2258	Shexian	hot	热	ne²²	n e ²²		834	748	n - e - ²²	C V T
2257	Taiyuan	hot	热	zaʔ²	z a ʔ ²		834	748	z - a ʔ ²	C V C T
2248	Xiamen	hot	热	lwaʔ⁵	l w a ʔ ⁵		834	748	l w a ʔ ⁵	C C V C T
476	Beijing	house	房子	fɑŋ³⁵ʦɿ³	f ɑ ŋ ³⁵ ts ɿ ³		1003	5	f ɑ ŋ ³⁵ ts ɿ - ³	C V C T C V T
473	Chengdu	house	房子	faŋ³¹ʦɿ⁵³	f a ŋ ³¹ ts ɿ ⁵³		1003	5	f a ŋ ³¹ ts ɿ - ⁵³	C V C T C V T
465	Guixian	house	房子	faŋ²¹ʦɿ⁴²	f a ŋ ²¹ ts ɿ ⁴²		1003	5	f a ŋ ²¹ ts ɿ - ⁴²	C V C T C V T
470	Hangzhou	house	房子	vɑŋ²¹³ʦɿ	v ɑ ŋ ²¹³ ts ɿ		1003	5	v ɑ ŋ ²¹³ ts ɿ - -	C V C T C V
468	Jinan	house	房子	faŋ⁴²ʦɿ	f a ŋ ⁴² ts ɿ		1003	5	f a ŋ ⁴² ts ɿ - -	C V C T C V
477	Kunming	house	房子	fᴀ̃³¹ʦɿ⁵³	f ᴀ̃/ã̱ ³¹ ts ɿ ⁵³		1003	5	f ᴀ̃/ã̱ - ³¹ ts ɿ - ⁵³	C V T C V T
478	Shanghai	house	房子	vɑ̃¹³ʦɿ³⁵	v ɑ̃ ¹³ ts ɿ ³⁵		1003	5	v ɑ̃ - ¹³ ts ɿ - ³⁵	C V T C V T
474	Taiyuan	house	房子	fɒ̃¹¹ʦəʔ	f ɒ̃ ¹¹ ts ə ʔ		1003	5	f ɒ̃ - ¹¹ ts ə ʔ -	C V T C V C
1807	Chengdu	how	咋个	ʦa³¹ko¹³	ts a ³¹ k o ¹³		388	392	ts a ³¹ k o ¹³ - - - -	C V T C V T
1797	Guixian	how	咋个样	ʦa²¹ko²¹jaŋ	ts a ²¹ k o ²¹ j a ŋ		388	392	ts a ²¹ k o ²¹ j a ŋ -	C V T C V T C V C
1813	Kunming	how	咋个了	ʦᴀ³¹kə²¹²lə⁵³	ts ᴀ/a̱ ³¹ k ə ²¹² l ə ⁵³		388	392	ts ᴀ/a̱ ³¹ k ə ²¹² l ə - ⁵³	C V T C V T C V T
1812	Beijing	how	怎么样	ʦən²¹⁴mə⁴jɑŋ⁵¹	ts ə n ²¹⁴ m ə ⁴ j ɑ ŋ ⁵¹		351	358	ts ə n ²¹⁴ m ə ⁴ j - - - - - ɑ ŋ ⁵¹	C V C T C V T C V C T
1800	Hefei	how	怎样	ʦən²⁴jɑ̃⁵³	ts ə n ²⁴ j ɑ̃ ⁵³		351	358	ts ə n ²⁴ - - - j - - - - - ɑ̃ - ⁵³	C V C T C V T
1801	Jinan	how	怎么样儿	ʦəŋ⁵⁵məiãəiãr²¹	ts ə ŋ ⁵⁵ m ə i ã ə i ã r ²¹		351	358	ts ə ŋ ⁵⁵ - - - m ə i ã ə i ã r ²¹	C V C T C V V V V V V C T
1798	Xiamen	how	怎仔样	ʦãj⁵³jã⁵³jũ²²	ts ã j ⁵³ j ã ⁵³ j ũ ²²		351	358	ts ã j ⁵³ j ã ⁵³ j - - - - - ũ - ²²	C V C T C V T C V T
1461	Changsha	humpback	驼子	to¹³ʦɿ	t o ¹³ ts ɿ		174	218	t o ¹³ - - - - - ts ɿ - - - -	C V T C V
1470	Chengdu	humpback	驼背子	tʰo³¹pej¹³ʦɿ⁵³	tʰ o ³¹ p e j ¹³ ts ɿ ⁵³		174	218	tʰ o ³¹ p - e j ¹³ ts ɿ ⁵³ - - -	C V T C V C T C V T
1468	Guangzhou	humpback	驼背	tʰɔ²¹pwi³³	tʰ ɔ ²¹ p w i ³³		174	218	tʰ ɔ ²¹ p w i - ³³ - - - - - -	C V T C C V T
1462	Guixian	humpback	驼子	tʰo²¹ʦɿ⁴²	tʰ o ²¹ ts ɿ ⁴²		174	218	tʰ o ²¹ - - - - - ts ɿ ⁴² - - -	C V T C V T
1467	Hangzhou	humpback	驼背佬儿	do²¹³pej⁴⁴⁵lɔ⁵³əl²¹³	d o ²¹³ p e j ⁴⁴⁵ l ɔ ⁵³ ə l ²¹³		174	218	d o ²¹³ p - e j ⁴⁴⁵ l ɔ ⁵³ ə l ²¹³	C V T C V C T C V T V C T
1463	Hefei	humpback	驼子	tʰʊ⁵⁵ʦə	tʰ ʊ ⁵⁵ ts ə		174	218	tʰ ʊ ⁵⁵ - - - - - ts ə - - - -	C V T C V
1460	Meixian	humpback	驼背儿	tʰo¹¹poj⁵³je	tʰ o ¹¹ p o j ⁵³ j e		174	218	tʰ o ¹¹ p - o j ⁵³ j e - - - -	C V T C V C T C V
1469	Nanchang	humpback	驼子	tʰo²⁴ʦɿ⁰⁴	tʰ o ²⁴ ts ɿ ⁰⁴/¹⁴		174	218	tʰ o ²⁴ - - - - - ts ɿ ⁰⁴/¹⁴ - - -	C V T C V T
1475	Shanghai	humpback	驼子	du¹³ʦɿ³⁵	d u ¹³ ts ɿ ³⁵		174	218	d u ¹³ - - - - - ts ɿ ³⁵ - - -	C V T C V T
1472	Shexian	humpback	驼背	tʰo⁴⁴pɛ	tʰ o ⁴⁴ p ɛ		174	218	tʰ o ⁴⁴ p - ɛ - - - - - - - -	C V T C V
909	Chengdu	husband	老公	naw⁵³koŋ⁵⁵	n a w ⁵³ k o ŋ ⁵⁵		89	797	n a w ⁵³ k - o ŋ ⁵⁵	C V C T C V C T
907	Guangzhou	husband	老公	low²³koŋ⁵⁵	l o w ²³ k o ŋ ⁵⁵		89	797	l o w ²³ k - o ŋ ⁵⁵	C V C T C V C T
895	Guixian	husband	老公	la⁴²koŋ⁵⁵	l a ⁴² k o ŋ ⁵⁵		89	797	l a - ⁴² k - o ŋ ⁵⁵	C V T C V C T
904	Hangzhou	husband	老公	lɔ⁵³koŋ³³	l ɔ ⁵³ k o ŋ ³³		89	797	l ɔ - ⁵³ k - o ŋ ³³	C V T C V C T
889	Meixian	husband	老公	law³¹kuŋ⁴⁴	l a w ³¹ k u ŋ ⁴⁴		89	797	l a w ³¹ k - u ŋ ⁴⁴	C V C T C V C T
908	Nanchang	husband	老公	lɑw²¹³kuŋ⁰⁴	l ɑ w ²¹³ k u ŋ ⁰⁴/¹⁴		89	797	l ɑ w ²¹³ k - u ŋ ⁰⁴/¹⁴	C V C T C V C T
926	Shanghai	husband	老公	lɔ¹³koŋ⁵³	l ɔ ¹³ k o ŋ ⁵³		89	797	l ɔ - ¹³ k - o ŋ ⁵³	C V T C V C T
914	Shexian	husband	老公	lɔ³⁵kwʌ̃	l ɔ ³⁵ k w ʌ̃		89	797	l ɔ - ³⁵ k w ʌ̃ - -	C V T C C V
918	Beijing	husband	男人	nan³⁵ʐən³	n a n ³⁵ ʐ ə n ³		1006	8	n a n ³⁵ - - ʐ ə n ³ - - - -	C V C T C V C T
890	Changsha	husband	男人	lan¹³ʐən¹³	l a n ¹³ ʐ ə n ¹³		1006	8	l a n ¹³ - - ʐ ə n ¹³ - - - -	C V C T C V C T
911	Chengdu	husband	男人	nan³¹zən³¹	n a n ³¹ z ə n ³¹		1006	8	n a n ³¹ - - z ə n ³¹ - - - -	C V C T C V C T
893	Guixian	husband	男人	lan²¹zen²¹	l a n ²¹ z e n ²¹		1006	8	l a n ²¹ - - z e n ²¹ - - - -	C V C T C V C T
905	Hangzhou	husband	男人	nᴇ̃²¹³zen²¹³	n ᴇ̃/ẽ̞ ²¹³ z e n ²¹³		1006	8	n ᴇ̃/ẽ̞ - ²¹³ - - z e n ²¹³ - - - -	C V T C V C T
900	Jinan	husband	男人	nã⁴²ʐẽ	n ã ⁴² ʐ ẽ		1006	8	n ã - ⁴² - - ʐ ẽ - - - - - -	C V T C V
921	Kunming	husband	男人	nᴀ̃³¹ʐə̃³¹	n ᴀ̃/ã̱ ³¹ ʐ ə̃ ³¹		1006	8	n ᴀ̃/ã̱ - ³¹ - - ʐ ə̃ - ³¹ - - - -	C V T C V T
925	Shanghai	husband	男人	nø¹³ȵiŋ¹³	n ø ¹³ ɲ i ŋ ¹³		1006	8	n ø - ¹³ - - ɲ i ŋ ¹³ - - - -	C V T C V C T
916	Shexian	husband	男人	lɛ⁴⁴jʌ̃⁴⁴	l ɛ ⁴⁴ j ʌ̃ ⁴⁴		1006	8	l ɛ - ⁴⁴ - - j ʌ̃ - ⁴⁴ - - - -	C V T C V T
892	Changsha	husband	爱人	ŋaj⁵⁵ʐən¹³	ŋ a j ⁵⁵ ʐ ə n ¹³		707	642	ŋ a j ⁵⁵ ʐ ə n ¹³	C V C T C V C T
906	Hangzhou	husband	爱人	ʔᴇ⁴⁴⁵zen²¹³	ʔ ᴇ/e̞ ⁴⁴⁵ z e n ²¹³		707	642	ʔ ᴇ/e̞ - ⁴⁴⁵ z e n ²¹³	C V T C V C T
924	Shanghai	husband	爱人	e³⁵ȵiŋ¹³	e ³⁵ ɲ i ŋ ¹³		707	642	- e - ³⁵ ɲ i ŋ ¹³	V T C V C T
901	Jinan	husband	男的	nã⁴²ti	n ã ⁴² t i		1049	42	n ã - ⁴² t - i - -	C V T C V
919	Beijing	husband	当家的	tɑŋ⁵⁵ʨja⁵⁵tə²	t ɑ ŋ ⁵⁵ tɕ j a ⁵⁵ t ə ²		596	550	t ɑ ŋ ⁵⁵ tɕ j a ⁵⁵ t ə - ²	C V C T C C V T C V T
910	Chengdu	husband	当家的	taŋ⁵⁵ʨja⁵⁵ni⁵⁵	t a ŋ ⁵⁵ tɕ j a ⁵⁵ n i ⁵⁵		596	550	t a ŋ ⁵⁵ tɕ j a ⁵⁵ n i - ⁵⁵	C V C T C C V T C V T
912	Taiyuan	husband	当家的	tɒ̃¹¹ʨja¹¹təʔ	t ɒ̃ ¹¹ tɕ j a ¹¹ t ə ʔ		596	550	t ɒ̃ - ¹¹ tɕ j a ¹¹ t ə ʔ -	C V T C C V T C V C
2057	Changsha	in the middle	中间	t͡ʂoŋ³³kan³³	ʈʂ o ŋ ³³ k a n ³³		1083	71	- - - - ʈʂ - o ŋ ³³ k - a n ³³	C V C T C V C T
2071	Chengdu	in the middle	中间	ʦoŋ⁵⁵ʨjan⁵⁵	ts o ŋ ⁵⁵ tɕ j a n ⁵⁵		1083	71	- - - - ts - o ŋ ⁵⁵ tɕ j a n ⁵⁵	C V C T C C V C T
2067	Guangzhou	in the middle	中间	ʦoŋ⁵⁵kan⁵⁵	ts o ŋ ⁵⁵ k a n ⁵⁵		1083	71	- - - - ts - o ŋ ⁵⁵ k - a n ⁵⁵	C V C T C V C T
2059	Guixian	in the middle	正中间	ʦen²¹³ʦoŋ⁵⁵ʨjan⁵⁵	ts e n ²¹³ ts o ŋ ⁵⁵ tɕ j a n ⁵⁵		1083	71	ts e n ²¹³ ts - o ŋ ⁵⁵ tɕ j a n ⁵⁵	C V C T C V C T C C V C T
2062	Hefei	in the middle	中间	t͡ʂəŋ²¹ʨjɪ̃²¹	ʈʂ ə ŋ ²¹ tɕ j ɪ̃ ²¹		1083	71	- - - - ʈʂ - ə ŋ ²¹ tɕ j ɪ̃ - ²¹	C V C T C C V T
2063	Jinan	in the middle	当中间儿	taŋ²¹³t͡ʂuŋ²¹³ʨjɛr	t a ŋ ²¹³ ʈʂ u ŋ ²¹³ tɕ j ɛ r		1083	71	t a ŋ ²¹³ ʈʂ - u ŋ ²¹³ tɕ j ɛ r -	C V C T C V C T C C V C
2076	Kunming	in the middle	正中间	t͡ʂə̃²¹²ʦoŋ⁴⁴ʨʰjɛ̃⁴⁴	ʈʂ ə̃ ²¹² ts o ŋ ⁴⁴ tɕʰ j ɛ̃ ⁴⁴		1083	71	ʈʂ ə̃ - ²¹² ts - o ŋ ⁴⁴ tɕʰ j ɛ̃ - ⁴⁴	C V T C V C T C C V T
2056	Meixian	in the middle	中间	ʦuŋ⁴⁴kjan⁴⁴	ts u ŋ ⁴⁴ k j a n ⁴⁴		1083	71	- - - - ts - u ŋ ⁴⁴ k j a n ⁴⁴	C V C T C C V C T
2072	Taiyuan	in the middle	当中间儿	tɒ̃¹¹ʦwəŋ¹¹ʨjar¹¹	t ɒ̃ ¹¹ ts w ə ŋ ¹¹ tɕ j a r ¹¹		1083	71	t ɒ̃ - ¹¹ ts w ə ŋ ¹¹ tɕ j a r ¹¹	C V T C C V C T C C V C T
2070	Chengdu	in the middle	当中	taŋ⁵⁵ʦoŋ⁵⁵	t a ŋ ⁵⁵ ts o ŋ ⁵⁵		405	406	t a ŋ ⁵⁵ - - - ts - o ŋ ⁵⁵	C V C T C V C T
2058	Guixian	in the middle	当中	taŋ⁵⁵ʦoŋ⁵⁵	t a ŋ ⁵⁵ ts o ŋ ⁵⁵		405	406	t a ŋ ⁵⁵ - - - ts - o ŋ ⁵⁵	C V C T C V C T
2065	Hangzhou	in the middle	当中	tɑŋ³³ʦoŋ³³	t ɑ ŋ ³³ ts o ŋ ³³		405	406	t ɑ ŋ ³³ - - - ts - o ŋ ³³	C V C T C V C T
2068	Nanchang	in the middle	当中	tɔŋ⁴²ʦuŋ⁴²	t ɔ ŋ ⁴² ts u ŋ ⁴²		405	406	t ɔ ŋ ⁴² - - - ts - u ŋ ⁴²	C V C T C V C T
2077	Shanghai	in the middle	当中	tɑ̃⁵³ʦoŋ⁵³	t ɑ̃ ⁵³ ts o ŋ ⁵³		405	406	t ɑ̃ - ⁵³ - - - ts - o ŋ ⁵³	C V T C V C T
2074	Shexian	in the middle	当中	ta³¹ʦʌ̃³¹	t a ³¹ ts ʌ̃ ³¹		405	406	t a - ³¹ - - - ts - ʌ̃ - ³¹	C V T C V T
2073	Taiyuan	in the middle	当当中	tɒ̃¹¹tɒ̃¹¹ʦwəŋ¹¹	t ɒ̃ ¹¹ t ɒ̃ ¹¹ ts w ə ŋ ¹¹		405	406	t ɒ̃ - ¹¹ t ɒ̃ ¹¹ ts w ə ŋ ¹¹	C V T C V T C C V C T
2102	Beijing	inside	里面	li²¹⁴mjan⁴	l i ²¹⁴ m j a n ⁴		52	499	l i - ²¹⁴ m j a n ⁴	C V T C C V C T
2080	Changsha	inside	里面	li⁴¹mjẽ	l i ⁴¹ m j ẽ		52	499	l i - ⁴¹ m j ẽ - -	C V T C C V
2095	Chengdu	inside	里面	ni⁵³mjan¹³	n i ⁵³ m j a n ¹³		52	499	n i - ⁵³ m j a n ¹³	C V T C C V C T
2089	Jinan	inside	里面	li⁵⁵mjã	l i ⁵⁵ m j ã		52	499	l i - ⁵⁵ m j ã - -	C V T C C V
2084	Xiamen	inside	里面	laj²²bin²²	l a j ²² b i n ²²		52	499	l a j ²² b - i n ²²	C V C T C V C T
2101	Beijing	inside	里头	li²¹⁴tʰow	l i ²¹⁴ tʰ o w		689	630	l i - ²¹⁴ tʰ - o w - -	C V T C V C
2081	Changsha	inside	里头	li⁴¹təw	l i ⁴¹ t ə w		689	630	l i - ⁴¹ t - ə w - -	C V T C V C
2097	Chengdu	inside	里头	ni⁵³tʰəw³¹	n i ⁵³ tʰ ə w ³¹		689	630	n i - ⁵³ tʰ - ə w ³¹ -	C V T C V C T
2083	Guixian	inside	里头	i⁴²tʰəw⁵⁵	i ⁴² tʰ ə w ⁵⁵		689	630	- i - ⁴² tʰ - ə w ⁵⁵ -	V T C V C T
2090	Hangzhou	inside	里头	li⁵³dej²¹³	l i ⁵³ d e j ²¹³		689	630	l i - ⁵³ d - e j ²¹³ -	C V T C V C T
2086	Hefei	inside	里头	zɿ²⁴tʰɯ	z ɿ ²⁴ tʰ ɯ		689	630	z ɿ - ²⁴ tʰ - ɯ - - -	C V T C V
2087	Jinan	inside	里头	li⁵⁵tʰow	l i ⁵⁵ tʰ o w		689	630	l i - ⁵⁵ tʰ - o w - -	C V T C V C
2093	Nanchang	inside	里头	li²¹³tʰɛw⁰⁴	l i ²¹³ tʰ ɛ w ⁰⁴/¹⁴		689	630	l i - ²¹³ tʰ - ɛ w ⁰⁴/¹⁴ -	C V T C V C T
2105	Shanghai	inside	里向	li¹³ɕjã³⁴	l i ¹³ ɕ j ã ³ ⁴		689	630	l i - ¹³ ɕ j ã - ³ ⁴	C V T C C V T T
