ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	ALIGNMENT	STRUCTURE	ORIGINAL_ALIGNMENT	ORIGINAL_TOKENS	ORIGINAL_STRUCTURE
2646	RakahangaManihiki	to squeeze	roromi	roromi	r o r o m i		152	r o r o m i	C V C V C V	r o r o m i	r o r o m i	C V C V C V
7427	Anuta	to squeeze	tatau	tatau	t a t a u	To squeeze (Fbg)	317	t a t a u	C V C V V	t a t a u	t a t a u	C V C V V
4900	Niuean	to squeeze	tatau	tatau	t a t a u	Wring, strain, press out (Mce)	317	t a t a u	C V C V V	t a t a u	t a t a u	C V C V V
6388	Nukeria	to squeeze	ttau	ttau	t t a u	(s.)	317	t - t a u	C C V V	t - t a u	t t a u	C C V V
2645	RakahangaManihiki	to squeeze	tatau	tatau	t a t a u		317	t a t a u	C V C V V	t a t a u	t a t a u	C V C V V
3714	EastFutuna	to stab, pierce	suki	suki	s u k i	Pierce, stick into (as hypodermic needle) (Bgs)	98	s u k i	C V C V	- s u k i -	s u k i	C V C V
414	EastUvea	to stab, pierce	huki	huki	h u k i	Pierce, spit	98	h u k i	C V C V	- h u k i -	h u k i	C V C V
1504	Emae	to stab, pierce	sukia	sukia	s u k i		98	s u k i	C V C V	- s u k i a	s u k i a	C V C V V
5423	FutunaAniwa	to stab, pierce	suki/a	suki	s u k i	Pierce,  stab,  sew (Dty)	98	s u k i	C V C V	- s u k i -	s u k i	C V C V
1070	Kapingamarangi	to stab, pierce	hugi	hugi	h u g i	Make a small hole in something (Lbr)	98	h u g i	C V C V	- h u g i -	h u g i	C V C V
1992	Mangareva	to stab, pierce	'uki	'uki	ʔ u k i	Prick, pierce, stab	98	ʔ u k i	C V C V	- ʔ u k i -	ʔ u k i	C V C V
4242	MeleFila	to stab, pierce	sukia	sukia	s u k i		98	s u k i	C V C V	- s u k i a	s u k i a	C V C V V
4925	Niuean	to stab, pierce	huki	huki	h u k i	Pierce, stab	98	h u k i	C V C V	- h u k i -	h u k i	C V C V
3438	NorthMarquesan	to stab, pierce	huki	huki	h u k i	Morceau de bois pointu pour percer les poulpes (Dln)	98	h u k i	C V C V	- h u k i -	h u k i	C V C V
6410	Nukeria	to stab, pierce	unuki	unuki	n u k i	(with a needle)	98	n u k i	C V C V	u n u k i -	u n u k i	V C V C V
633	Polynesian	to stab, pierce	*suki	*suki	s u k i	(or stick)  'pierce'	98	s u k i	C V C V	- s u k i -	s u k i	C V C V
1743	Rapanui	to stab, pierce	huki	huki	h u k i	Drill	98	h u k i	C V C V	- h u k i -	h u k i	C V C V
3715	EastFutuna	to stab, pierce	sokaì	sokaì	s o k a ʔ i	Embrocher	1185	s o k a ʔ i	C V C V C V	s o k a ʔ i	s o k a ʔ i	C V C V C V
415	EastUvea	to stab, pierce	hoka	hoka	h o k a	Stab, pierce	1185	h o k - - a	C V C V	h o k - - a	h o k a	C V C V
861	Maori	to stab, pierce	oka	oka	o k a		1185	- o k - - a	V C V	- o k - - a	o k a	V C V
4926	Niuean	to stab, pierce	hoka	hoka	h o k a	Pierce, poke (Mce)	1185	h o k - - a	C V C V	h o k - - a	h o k a	C V C V
1742	Rapanui	to stab, pierce	oka	oka	o k a		1185	- o k - - a	V C V	- o k - - a	o k a	V C V
7466	Anuta	to stand	tuu	tuu	t uː	Stand (Yen)	533	t uː	C V	- - - - - t uː	t uː	C V
3739	EastFutuna	to stand	tu'u	tu'u	ʔ u	Stand, upright, to be	533	ʔ u	C V	- - - t u ʔ u	t u ʔ u	C V C V
434	EastUvea	to stand	tu'u	tu'u	ʔ u		533	ʔ u	C V	- - - t u ʔ u	t u ʔ u	C V C V
1521	Emae	to stand	tuiruŋa	tuiruŋa	ŋ a	tu i runga	533	ŋ a	C V	t u i r u ŋ a	t u i r u ŋ a	C V V C V C V
5445	FutunaAniwa	to stand	tu	tu	t u		533	t u	C V	- - - - - t u	t u	C V
5683	Hawaiian	to stand	ku	ku	k u		533	k u	C V	- - - - - k u	k u	C V
1087	Kapingamarangi	to stand	duu	duu	d uː	Stand, be upright (Lbr)	533	d uː	C V	- - - - - d uː	d uː	C V
2239	Luangiua	to stand	uu	uu	uː	Stand	533	- uː	V	- - - - - - uː	uː	V
2017	Mangareva	to stand	'akātū	'akātū	t uː	'aka + tÅ«	533	t uː	C V	ʔ a - k aː t uː	ʔ a k aː t uː	C V C V C V
880	Maori	to stand	tuu	tuu	t uː		533	t uː	C V	- - - - - t uː	t uː	C V
4946	Niuean	to stand	tuu	tuu	t uː	Stand, be upright	533	t uː	C V	- - - - - t uː	t uː	C V
3466	NorthMarquesan	to stand	tuu	tuu	t uː	Etre debout, se tenir debout, droit (Dln)	533	t uː	C V	- - - - - t uː	t uː	C V
6441	Nukeria	to stand	tuu	tuu	t uː	(s.)	533	t uː	C V	- - - - - t uː	t uː	C V
6192	Penrhyn	to stand	tuu	tuu	t uː	Stand	533	t uː	C V	- - - - - t uː	t uː	C V
650	Polynesian	to stand	*tuqu	*tuqu	ʔ u		533	ʔ u	C V	- - - t u ʔ u	t u ʔ u	C V C V
4042	Pukapuka	to stand	wetū	wetū	t uː	(pl)	533	t uː	C V	- - - w e t uː	w e t uː	C V C V
4458	Raivavae	to stand	tū	tū	t uː		533	t uː	C V	- - - - - t uː	t uː	C V
2703	RakahangaManihiki	to stand	tuu	tuu	t uː		533	t uː	C V	- - - - - t uː	t uː	C V
1764	Rapanui	to stand	tu'u	tu'u	ʔ u	Stand, arrive; mast, shaft (Fts)	533	ʔ u	C V	- - - t u ʔ u	t u ʔ u	C V C V
7442	Anuta	to steal	kaia	kaia	k a i a	To steal (Fbg)	1237	k a i - - a	C V V V	k a i - - a	k a i a	C V V V
3710	EastFutuna	to steal	kaiàa	kaiàa	k a i ʔ a a	Steal (Bgs)	1237	k a i ʔ a a	C V V C V V	k a i ʔ a a	k a i ʔ a a	C V V C V V
1065	Kapingamarangi	to steal	gaihaa	gaihaa	g a i h aː	Steal, theft (Lbr)	1237	g a i h - aː	C V V C V	g a i h - aː	g a i h aː	C V V C V
4919	Niuean	to steal	kaihaa	kaihaa	k a i h aː	Steal	1237	k a i h - aː	C V V C V	k a i h - aː	k a i h aː	C V V C V
6169	Penrhyn	to steal	kaiaa	kaiaa	k a i aː	Steal	1237	k a i - - aː	C V V V	k a i - - aː	k a i aː	C V V V
4015	Pukapuka	to steal	kaiā	kaiā	k a i aː		1237	k a i - - aː	C V V V	k a i - - aː	k a i aː	C V V V
4436	Raivavae	to steal	ʔeiā	ʔeiā	ʔ e i aː		1237	ʔ e i - - aː	C V V V	ʔ e i - - aː	ʔ e i aː	C V V V
2664	RakahangaManihiki	to steal	kaiaa	kaiaa	k a i aː		1237	k a i - - aː	C V V V	k a i - - aː	k a i aː	C V V V
5661	Hawaiian	to steal	'aihue	'aihue	ʔ a i h u e		967	ʔ a i h u e	C V V C V V	ʔ a i h u e	ʔ a i h u e	C V V C V V
3433	NorthMarquesan	to steal	kai hue	kai hue	k a i h u e	(Mot etranger) voleur (Dln)	967	k a i h u e	C V V C V V	k a i h u e	k a i h u e	C V V C V V
6407	Nukeria	to steal	huu	huu	h uː	(s.) also: hide, conceal	967	- - - h uː -	C V	- - - h uː -	h uː	C V
7475	Anuta	to suck	miti	miti	m i t i	Suck (Yen)	1338	m i t i	C V C V	m i t i	m i t i	C V C V
445	EastUvea	to suck	mihi	mihi	m i h i	Sucer (Ren) [<]	1338	m i h i	C V C V	m i h i	m i h i	C V C V
2248	Luangiua	to suck	miki	miki	m i k i	Suck or draw in (Ebt)	1338	m i k i	C V C V	m i k i	m i k i	C V C V
2029	Mangareva	to suck	miti	miti	m i t i	Suck	1338	m i t i	C V C V	m i t i	m i t i	C V C V
4956	Niuean	to suck	miti	miti	m i t i	Suck; absorb (McE)	1338	m i t i	C V C V	m i t i	m i t i	C V C V
662	Polynesian	to suck	*miti	*miti	m i t i		1338	m i t i	C V C V	m i t i	m i t i	C V C V
4056	Pukapuka	to suck	miti	miti	m i t i		1338	m i t i	C V C V	m i t i	m i t i	C V C V
2716	RakahangaManihiki	to suck	miti(miti)	miti	m i t i	to suck (eg on bones)	1338	m i t i	C V C V	m i t i	m i t i	C V C V
1096	Kapingamarangi	to suck	u	u	u		606	- u	V	- - - u	u	V
6451	Nukeria	to suck	uu	uu	uː	(breast milk)	606	- uː	V	- - - uː	uː	V
661	Polynesian	to suck	*susu	*susu	s u	(b)  'suck the breast'	606	s u	C V	s u s u	s u s u	C V C V
890	Maori	to suck	ngote	ngote	ŋ o t e		1415	ŋ o t e	C V C V	ŋ o t e	ŋ o t e	C V C V
6201	Penrhyn	to suck	ngote	ngote	ŋ o t e	Pollex 06: Ngote. :Suck (Yda).	1415	ŋ o t e	C V C V	ŋ o t e	ŋ o t e	C V C V
4055	Pukapuka	to suck	ngote	ngote	ŋ o t e		1415	ŋ o t e	C V C V	ŋ o t e	ŋ o t e	C V C V
4468	Raivavae	to suck	ʔote	ʔote	ʔ o t e		1415	ʔ o t e	C V C V	ʔ o t e	ʔ o t e	C V C V
2718	RakahangaManihiki	to suck	ngote	ngote	ŋ o t e	suck on straw, suckle on breast	1415	ŋ o t e	C V C V	ŋ o t e	ŋ o t e	C V C V
3752	EastFutuna	to suck	komo	komo	o m o	To suck on (as a cigarette) (Bgs)	1238	o m - o	V C V	- - k - - - - o m - o	k o m o	C V C V
5694	Hawaiian	to suck	omo	omo	o m o		1238	o m - o	V C V	- - - - - - - o m - o	o m o	V C V
2028	Mangareva	to suck	omo	omo	o m o		1238	o m - o	V C V	- - - - - - - o m - o	o m o	V C V
4267	MeleFila	to suck	tomia	tomia	o m i a		1238	o m i a	V C V V	- - t - - - - o m i a	t o m i a	C V C V V
3477	NorthMarquesan	to suck	omo	omo	o m o	Suck	1238	o m - o	V C V	- - - - - - - o m - o	o m o	V C V
6453	Nukeria	to suck	homohomo	homohomo	o m o	(one's fingers)	1238	o m - o	V C V	h o m - - o h o m - o	h o m o h o m o	C V C V C V C V
2717	RakahangaManihiki	to suck	fakaroroma	fakaroroma	o m a	suck (as a child)	1238	o m - a	V C V	f a k a r o r o m - a	f a k a r o r o m a	C V C V C V C V C V
1774	Rapanui	to suck	omo	omo	o m o	Sip, suck (Fts)	1238	o m - o	V C V	- - - - - - - o m - o	o m o	V C V
7428	Anuta	to swell	ūra	ūra	uː r a	swell	1239	- - - uː r a	V C V	- - - uː r a	uː r a	V C V
3689	EastFutuna	to swell	fu/fula/	fula	f u l a	Swollen, as a boil	1239	f u - - l a	C V C V	f u - - l a	f u l a	C V C V
390	EastUvea	to swell	fu/fula	fula	f u l a	Enfle	1239	f u - - l a	C V C V	f u - - l a	f u l a	C V C V
5402	FutunaAniwa	to swell	fura	fura	f u r a	Swell (of a sore)	1239	f u - - r a	C V C V	f u - - r a	f u r a	C V C V
2197	Luangiua	to swell	ehula	ehula	e h u l a	swell	1239	- e h u l a	V C V C V	- e h u l a	e h u l a	V C V C V
4902	Niuean	to swell	fu/fula/	fula	f u l a	To swell	1239	f u - - l a	C V C V	f u - - l a	f u l a	C V C V
6390	Nukeria	to swell	hhura	hhura	h h u r a	(s.)	1239	h - h u r a	C C V C V	h - h u r a	h h u r a	C C V C V
611	Polynesian	to swell	*fufula	*fufula	f u f u l a		1239	f u f u l a	C V C V C V	f u f u l a	f u f u l a	C V C V C V
1720	Rapanui	to swell	ahu	ahu	a h u		1239	- a h - - u	V C V	- a h - - u	a h u	V C V
6389	Nukeria	to swell	pupuu	pupuu	p u p uː	(s.)	685	p u p - - uː	C V C V	- p u p - - uː	p u p uː	C V C V
3995	Pukapuka	to swell	pupute	pupute	p u p u t e		685	p u p u t e	C V C V C V	- p u p u t e	p u p u t e	C V C V C V
4424	Raivavae	to swell	ōpupu	ōpupu	p u p u		685	p u p - - u	C V C V	oː p u p - - u	oː p u p u	V C V C V
2648	RakahangaManihiki	to swell	puena	puena	p u e n a	to swell (as abscess)	685	p u - e n a	C V V C V	- p u - e n a	p u e n a	C V V C V
7509	Anuta	to swim	ka/kau	kau	k a u	Swim (singular) (Fbg)	969	k - - - a - u	C V V	k - - - a - u	k a u	C V V
3798	EastFutuna	to swim	ka/kau/	kau	k a u	Swim	969	k - - - a - u	C V V	k - - - a - u	k a u	C V V
491	EastUvea	to swim	kau	kau	k a u	Swim (Btn)	969	k - - - a - u	C V V	k - - - a - u	k a u	C V V
1563	Emae	to swim	kaokao	kaokao	k a o k a o		969	k a o k a - o	C V V C V V	k a o k a - o	k a o k a o	C V V C V V
5498	FutunaAniwa	to swim	kau	kau	k a u	Swim (Dty)	969	k - - - a - u	C V V	k - - - a - u	k a u	C V V
5731	Hawaiian	to swim	'au	'au	ʔ a u		969	- - - ʔ a - u	C V V	- - - ʔ a - u	ʔ a u	C V V
1134	Kapingamarangi	to swim	kau	kau	k a u	Swim	969	k - - - a - u	C V V	k - - - a - u	k a u	C V V
2282	Luangiua	to swim	àu(àu)	àu	ʔ a u	Bathe	969	- - - ʔ a - u	C V V	- - - ʔ a - u	ʔ a u	C V V
2068	Mangareva	to swim	kau	kau	k a u		969	k - - - a - u	C V V	k - - - a - u	k a u	C V V
923	Maori	to swim	kauhoe	kauhoe	k a u h o e		969	k a u h o - e	C V V C V V	k a u h o - e	k a u h o e	C V V C V V
4299	MeleFila	to swim	kaukau	kaukau	k a u k a u		969	k a u k a - u	C V V C V V	k a u k a - u	k a u k a u	C V V C V V
4995	Niuean	to swim	kou/kou	kou	k o u	Swim (McE)	969	k - - - o - u	C V V	k - - - o - u	k o u	C V V
3517	NorthMarquesan	to swim	kau	kau	k a u	Nager, aller a la nage (Dln)	969	k - - - a - u	C V V	k - - - a - u	k a u	C V V
6490	Nukeria	to swim	kkau	kkau	k k a u	(s.)	969	k - - k a - u	C C V V	k - - k a - u	k k a u	C C V V
6234	Penrhyn	to swim	kau	kau	k a u	Swim	969	k - - - a - u	C V V	k - - - a - u	k a u	C V V
693	Polynesian	to swim	*kaukau	*kaukau	k a u k a u	is this really reduplicated? not *kau	969	k a u k a - u	C V V C V V	k a u k a - u	k a u k a u	C V V C V V
4105	Pukapuka	to swim	tākele	tākele	t aː k e l e		969	t aː - k e l e	C V C V C V	t aː - k e l e	t aː k e l e	C V C V C V
4499	Raivavae	to swim	ʔau	ʔau	ʔ a u		969	- - - ʔ a - u	C V V	- - - ʔ a - u	ʔ a u	C V V
2763	RakahangaManihiki	to swim	kaukau	kaukau	k a u k a u	swim	969	k a u k a - u	C V V C V V	k a u k a - u	k a u k a u	C V V C V V
1814	Rapanui	to swim	kau	kau	k a u	To swim (Fts)	969	k - - - a - u	C V V	k - - - a - u	k a u	C V V
7496	Anuta	to think	maanatu	maanatu	m aː n a t u	To think (Fbg)	1416	m aː n a t u	C V C V C V	m aː n a t u	m aː n a t u	C V C V C V
3780	EastFutuna	to think	manatu	manatu	m a n a t u	Penser; se rappeler (intransitif) (Mfr)	1416	m a n a t u	C V C V C V	m a n a t u	m a n a t u	C V C V C V
475	EastUvea	to think	manatu	manatu	m a n a t u	Souvenir, pensee, memoire (Rch)	1416	m a n a t u	C V C V C V	m a n a t u	m a n a t u	C V C V C V
5482	FutunaAniwa	to think	manatu/nea	manatu	m a n a t u	Think,  meditate,  understand (Dty)	1416	m a n a t u	C V C V C V	m a n a t u	m a n a t u	C V C V C V
4979	Niuean	to think	manatu	manatu	m a n a t u	Think, consider, remember, wonder, try to understand; the mind, opinion (McE)	1416	m a n a t u	C V C V C V	m a n a t u	m a n a t u	C V C V C V
6477	Nukeria	to think	maanatu	maanatu	m aː n a t u	(s.)	1416	m aː n a t u	C V C V C V	m aː n a t u	m aː n a t u	C V C V C V
4085	Pukapuka	to think	manatu	manatu	m a n a t u		1416	m a n a t u	C V C V C V	m a n a t u	m a n a t u	C V C V C V
3781	EastFutuna	to think	masalo	masalo	m a s a l o	Think, be of the opinion that (Bgs)	1339	m a s a l o	C V C V C V	m a s a l o	m a s a l o	C V C V C V
476	EastUvea	to think	mahalo	mahalo	m a h a l o	To think	1339	m a h a l o	C V C V C V	m a h a l o	m a h a l o	C V C V C V
4980	Niuean	to think	mahala	mahala	m a h a l a	Think [<]	1339	m a h a l a	C V C V C V	m a h a l a	m a h a l a	C V C V C V
4084	Pukapuka	to think	mayala	mayala	m a j a l a		1339	m a j a l a	C V C V C V	m a j a l a	m a j a l a	C V C V C V
2744	RakahangaManihiki	to think	(haka)mahara	mahara	m a h a r a		1339	m a h a r a	C V C V C V	m a h a r a	m a h a r a	C V C V C V
5718	Hawaiian	to think	mana'o	mana'o	m a n a ʔ o	Haw has diacritics? - JCM	1240	m a n a ʔ - o	C V C V C V	- - - - m a n a ʔ - o	m a n a ʔ o	C V C V C V
3503	NorthMarquesan	to think	maákau	maákau	m a ʔ a k a u		1240	m a ʔ a k a u	C V C V C V V	- - - - m a ʔ a k a u	m a ʔ a k a u	C V C V C V V
6221	Penrhyn	to think	manako	manako	m a n a k o	Pollex 06: Manako. :Think; idea; mind.	1240	m a n a k - o	C V C V C V	- - - - m a n a k - o	m a n a k o	C V C V C V
682	Polynesian	to think	*manatu	*manatu	m a n a t u	PPn shows lexical replacement	1240	m a n a t - u	C V C V C V	- - - - m a n a t - u	m a n a t u	C V C V C V
4083	Pukapuka	to think	manako	manako	m a n a k o		1240	m a n a k - o	C V C V C V	- - - - m a n a k - o	m a n a k o	C V C V C V
2745	RakahangaManihiki	to think	hakamanako	hakamanako	m a n a k o	to think	1240	m a n a k - o	C V C V C V	h a k a m a n a k - o	h a k a m a n a k o	C V C V C V C V C V
1798	Rapanui	to think	mana'u	mana'u	m a n a ʔ u		1240	m a n a ʔ - u	C V C V C V	- - - - m a n a ʔ - u	m a n a ʔ u	C V C V C V
7419	Anuta	to throw	peiia	peiia	p e iː a	To throw, carried away by wind or tide (Fbg)	264	p e - iː - a	C V V V	p e - iː - a	p e iː a	C V V V
3680	EastFutuna	to throw	pèesi	pèesi	p e ʔ e s i	Jeter, rejeter (Gzl)	264	p e ʔ e s i	C V C V C V	p e ʔ e s i	p e ʔ e s i	C V C V C V
380	EastUvea	to throw	pèehi	pèehi	p e ʔ e h i	Jeter a terre avec force B. (Btn)	264	p e ʔ e h i	C V C V C V	p e ʔ e h i	p e ʔ e h i	C V C V C V
1489	Emae	to throw	pesia	pesia	p e s i a		264	p e s i - a	C V C V V	p e s i - a	p e s i a	C V C V V
2191	Luangiua	to throw	pesi	pesi	p e s i	Pollex 06: Pesi. :Throw (Smd).	264	p e s i - -	C V C V	p e s i - -	p e s i	C V C V
4227	MeleFila	to throw	pesia	pesia	p e s i a		264	p e s i - a	C V C V V	p e s i - a	p e s i a	C V C V V
3679	EastFutuna	to throw	tii	tii	t iː	Jeter, lancer (Gzl)	1417	t - iː - -	C V	t - iː - -	t iː	C V
5395	FutunaAniwa	to throw	tsiri	tsiri	t s i r i	Throw	1417	t s i r i	C C V C V	t s i r i	t s i r i	C C V C V
1043	Kapingamarangi	to throw	dili	dili	d i l i	Cast, throw, fish with casting net (Lbr)	1417	d - i l i	C V C V	d - i l i	d i l i	C V C V
1965	Mangareva	to throw	tiri	tiri	t i r i	Throw away, reject (Tgr)	1417	t - i r i	C V C V	t - i r i	t i r i	C V C V
3400	NorthMarquesan	to throw	tiì	tiì	t i ʔ i	Throw	1417	t - i ʔ i	C V C V	t - i ʔ i	t i ʔ i	C V C V
6379	Nukeria	to throw	ttiri	ttiri	t t i r i	(s.)	1417	t t i r i	C C V C V	t t i r i	t t i r i	C C V C V
3986	Pukapuka	to throw	tili	tili	t i l i		1417	t - i l i	C V C V	t - i l i	t i l i	C V C V
3721	EastFutuna	to tie up, fasten	liilii	liilii	l iː	Tie up, wrap around, wind (as fishing line) (Bgs)	359	l iː	C V	l iː l iː -	l iː l iː	C V C V
420	EastUvea	to tie up, fasten	lii	lii	l iː	Bind, tie, coil, wrap around	359	l iː	C V	l iː - - -	l iː	C V
1507	Emae	to tie up, fasten	salia	salia	s a		359	s a	C V	s a l i a	s a l i a	C V C V V
2224	Luangiua	to tie up, fasten	gii	gii	g iː	To wind, tie, as a cord in making a net (Ebt)	359	g iː	C V	g iː - - -	g iː	C V
1998	Mangareva	to tie up, fasten	rii	rii	r iː	Bind (Jnu)	359	r iː	C V	r iː - - -	r iː	C V
4245	MeleFila	to tie up, fasten	laia	laia	l a		359	l a	C V	l a - i a	l a i a	C V V V
4930	Niuean	to tie up, fasten	lilii	lilii	l i	Bind	359	l i	C V	l i l iː -	l i l iː	C V C V
2681	RakahangaManihiki	to tie up, fasten	lii	lii	l iː	tie up, lash, bind	359	l iː	C V	l iː - - -	l iː	C V
7450	Anuta	to tie up, fasten	pau	pau	p a u	Tie (Yen)	213	p a - - - u	C V V	p a - - - u	p a u	C V V
1073	Kapingamarangi	to tie up, fasten	hau	hau	h a u	Lash, tie (Lbr)	213	h a - - - u	C V V	h a - - - u	h a u	C V V
2225	Luangiua	to tie up, fasten	hau	hau	h a u	Tie	213	h a - - - u	C V V	h a - - - u	h a u	C V V
6420	Nukeria	to tie up, fasten	hau	hau	h a u	(bind, lash)	213	h a - - - u	C V V	h a - - - u	h a u	C V V
638	Polynesian	to tie up, fasten	*faqu-si	*faqu-si	f a ʔ u s i		213	f a ʔ u s i	C V C V C V	f a ʔ u s i	f a ʔ u s i	C V C V C V
1748	Rapanui	to tie up, fasten	haha'u	haha'u	h a h a ʔ u		213	h a h a ʔ u	C V C V C V	h a h a ʔ u	h a h a ʔ u	C V C V C V
1997	Mangareva	to tie up, fasten	nati	nati	n a t i	Na(na)ti	319	n a t i	C V C V	n a t i	n a t i	C V C V
3444	NorthMarquesan	to tie up, fasten	nani	nani	n a n i	Tie, fasten	319	n a n i	C V C V	n a n i	n a n i	C V C V
6177	Penrhyn	to tie up, fasten	nati	nati	n a t i	Draw tight	319	n a t i	C V C V	n a t i	n a t i	C V C V
2682	RakahangaManihiki	to tie up, fasten	nati	nati	n a t i	tie, lash (outrigger to canoe)	319	n a t i	C V C V	n a t i	n a t i	C V C V
7449	Anuta	to tie up, fasten	nonoo	nonoo	n o n oː	Tie two pieces of cord together, cord (Fbg) - Ton loan ? - JCM	384	n o n - oː	C V C V	n o n - oː	n o n oː	C V C V
2223	Luangiua	to tie up, fasten	ŋoa	ŋoa	ŋ o a	Tie	384	ŋ o - - a	C V V	ŋ o - - a	ŋ o a	C V V
2680	RakahangaManihiki	to tie up, fasten	nonoa	nonoa	n o n o a	tie, lash, bind	384	n o n o a	C V C V V	n o n o a	n o n o a	C V C V V
5429	FutunaAniwa	to tie up, fasten	rishia	rishia	ʃ i a	not a Fut word - JCM	372	ʃ i - a	C V V	r i ʃ i - a	r i ʃ i a	C V C V V
4024	Pukapuka	to tie up, fasten	yele	yele	j e l e		372	j e l e	C V C V	- - j e l e	j e l e	C V C V
2679	RakahangaManihiki	to tie up, fasten	hele	hele	h e l e	tie up (eg pig)	372	h e l e	C V C V	- - h e l e	h e l e	C V C V
5669	Hawaiian	to tie up, fasten	hīki'i	hīki'i	h iː k i ʔ i		265	h iː k i ʔ i	C V C V C V	h iː k i ʔ i	h iː k i ʔ i	C V C V C V
3445	NorthMarquesan	to tie up, fasten	hitiki	hitiki	h i t i k i	Lier, attacher, nouer (Dln)	265	h i t i k i	C V C V C V	h i t i k i	h i t i k i	C V C V C V
6178	Penrhyn	to tie up, fasten	hiitiki	hiitiki	h iː t i k i	Tie	265	h iː t i k i	C V C V C V	h iː t i k i	h iː t i k i	C V C V C V
7510	Anuta	to turn	puri	puri	p u r i	turn	385	p u r - - i	C V C V	- - p u r - - i	p u r i	C V C V
3799	EastFutuna	to turn	fuli	fuli	f u l i		385	f u l - - i	C V C V	- - f u l - - i	f u l i	C V C V
492	EastUvea	to turn	fulihi	fulihi	f u l i h i	turn aside	385	f u l i h i	C V C V C V	- - f u l i h i	f u l i h i	C V C V C V
5499	FutunaAniwa	to turn	tafuri	tafuri	f u r i	Pollex 06: Tafuri. :To turn (Dty).	385	f u r - - i	C V C V	t a f u r - - i	t a f u r i	C V C V C V
5732	Hawaiian	to turn	huli	huli	h u l i		385	h u l - - i	C V C V	- - h u l - - i	h u l i	C V C V
2283	Luangiua	to turn	huli	huli	h u l i	turn	385	h u l - - i	C V C V	- - h u l - - i	h u l i	C V C V
924	Maori	to turn	huri	huri	h u r i		385	h u r - - i	C V C V	- - h u r - - i	h u r i	C V C V
4996	Niuean	to turn	fuli	fuli	f u l i	(ACD) turn over, turn away	385	f u l - - i	C V C V	- - f u l - - i	f u l i	C V C V
6491	Nukeria	to turn	tahuri	tahuri	h u r i	(s.)	385	h u r - - i	C V C V	t a h u r - - i	t a h u r i	C V C V C V
6235	Penrhyn	to turn	huri	huri	h u r i	Pollex 06: Huri. :Turn (Sta).	385	h u r - - i	C V C V	- - h u r - - i	h u r i	C V C V
694	Polynesian	to turn	*fuli	*fuli	f u l i	Possible replacement in PPn	385	f u l - - i	C V C V	- - f u l - - i	f u l i	C V C V
4110	Pukapuka	to turn	wuli	wuli	w u l i		385	w u l - - i	C V C V	- - w u l - - i	w u l i	C V C V
2768	RakahangaManihiki	to turn	huri	huri	h u r i	to turn (aside), turn around	385	h u r - - i	C V C V	- - h u r - - i	h u r i	C V C V
5733	Hawaiian	to turn	wili	wili	w i l i		1424	- - w i l i	C V C V	- - w i l i	w i l i	C V C V
3518	NorthMarquesan	to turn	kavií	kavií	k a v i ʔ i		1424	k a v i ʔ i	C V C V C V	k a v i ʔ i	k a v i ʔ i	C V C V C V
4500	Raivavae	to turn	tāviGi	tāviGi	t aː v i ɢ i	PPN *r/l > Rai G	1424	t aː v i ɢ i	C V C V C V	t aː v i ɢ i	t aː v i ɢ i	C V C V C V
1815	Rapanui	to turn	taviri	taviri	t a v i r i	turn round	1424	t a v i r i	C V C V C V	t a v i r i	t a v i r i	C V C V C V
7482	Anuta	to vomit	rua	rua	r u a	Vomit	1340	r u a	C V V	r u a - -	r u a	C V V
3762	EastFutuna	to vomit	lua/ki	lua	l u a	Vomit (Bgs)	1340	l u a	C V V	l u a - -	l u a	C V V
458	EastUvea	to vomit	lu(lu)a	lua	l u a	Vomit	1340	l u a	C V V	l u a - -	l u a	C V V
1537	Emae	to vomit	rua	rua	r u a		1340	r u a	C V V	r u a - -	r u a	C V V
5466	FutunaAniwa	to vomit	h/lua/	lua	l u a	vomit (Dty)	1340	l u a	C V V	l u a - -	l u a	C V V
5702	Hawaiian	to vomit	lua'i	lua'i	l u a		1340	l u a	C V V	l u a ʔ i	l u a ʔ i	C V V C V
1104	Kapingamarangi	to vomit	lua/luai	luai	l u a	Vomit (Lbr)	1340	l u a	C V V	l u a - i	l u a i	C V V V
2256	Luangiua	to vomit	lua	lua	l u a	Vomit, spit out (Clk),	1340	l u a	C V V	l u a - -	l u a	C V V
2037	Mangareva	to vomit	ruaki	ruaki	r u a		1340	r u a	C V V	r u a k i	r u a k i	C V V C V
897	Maori	to vomit	ruaki	ruaki	r u a		1340	r u a	C V V	r u a k i	r u a k i	C V V C V
4273	MeleFila	to vomit	rua	rua	r u a		1340	r u a	C V V	r u a - -	r u a	C V V
4964	Niuean	to vomit	lua	lua	l u a	Vomit	1340	l u a	C V V	l u a - -	l u a	C V V
3484	NorthMarquesan	to vomit	'ua	'ua	ʔ u a	Vomit	1340	ʔ u a	C V V	ʔ u a - -	ʔ u a	C V V
6463	Nukeria	to vomit	rua	rua	r u a		1340	r u a	C V V	r u a - -	r u a	C V V
6208	Penrhyn	to vomit	rua/ki	rua	r u a	Vomit	1340	r u a	C V V	r u a - -	r u a	C V V
669	Polynesian	to vomit	*lua-qi	*lua-qi	l u a		1340	l u a	C V V	l u a ʔ i	l u a ʔ i	C V V C V
4066	Pukapuka	to vomit	luaki	luaki	l u a		1340	l u a	C V V	l u a k i	l u a k i	C V V C V
